,sentiment,okpd_2,name,number,fz,date,preproccessed_name,preproccessed_okpd_2,preproccessed_name_stem,preproccessed_okpd_2_stem
653,0,62.02.30.000: Услуги по технической поддержке информационных технологий,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс",№0162300018023000404,44,29.08.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного программного обеспечения обеспечивающего совместимость услуг с установленными у заказчика экземплярами систем консультантплюс, услуги по технической поддержке информационных технологий,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион программн обеспечен обеспечива совместим услуг установлен заказчик экземпляр сист консультантплюс,услуг техническ поддержк информацион технолог
654,0,62.02.30.000: Услуги по технической поддержке информационных технологий,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс (226)",№0343100000723000581,44,28.08.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного программного обеспечения обеспечивающего совместимость услуг с установленными у заказчика экземплярами систем консультантплюс , услуги по технической поддержке информационных технологий,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион программн обеспечен обеспечива совместим услуг установлен заказчик экземпляр сист консультантплюс,услуг техническ поддержк информацион технолог
655,0,62.03.12.130: Услуги по сопровождению компьютерных систем,"оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс",№0180100002323000020,44,25.08.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного программного обеспечения обеспечивающего совместимость услуг с установленными у заказчика экземплярами систем консультантплюс, услуги по сопровождению компьютерных систем,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион программн обеспечен обеспечива совместим услуг установлен заказчик экземпляр сист консультантплюс,услуг сопровожден компьютерн сист
656,0,62.03.12.130: Услуги по сопровождению компьютерных систем,"Оказание услуг по адаптации и сопровождению экземпляров систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами систем КонсультантПлюс",№0358300199523000006,44,21.08.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного программного обеспечения обеспечивающего совместимость услуг с установленными у заказчика экземплярами систем консультантплюс, услуги по сопровождению компьютерных систем,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион программн обеспечен обеспечива совместим услуг установлен заказчик экземпляр сист консультантплюс,услуг сопровожден компьютерн сист
657,0,62.03.12.130: Услуги по сопровождению компьютерных систем,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс",№0333200014623000083,44,11.08.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного программного обеспечения обеспечивающего совместимость услуг с установленными у заказчика экземплярами систем консультантплюс, услуги по сопровождению компьютерных систем,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион программн обеспечен обеспечива совместим услуг установлен заказчик экземпляр сист консультантплюс,услуг сопровожден компьютерн сист
658,0,62.02.30.000: Услуги по технической поддержке информационных технологий,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс",№0151100004423000007,44,09.08.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного программного обеспечения обеспечивающего совместимость услуг с установленными у заказчика экземплярами систем консультантплюс, услуги по технической поддержке информационных технологий,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион программн обеспечен обеспечива совместим услуг установлен заказчик экземпляр сист консультантплюс,услуг техническ поддержк информацион технолог
659,0,62.03.12.130: Услуги по сопровождению компьютерных систем,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс",№0161100003823000020,44,02.08.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного программного обеспечения обеспечивающего совместимость услуг с установленными у заказчика экземплярами систем консультантплюс, услуги по сопровождению компьютерных систем,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион программн обеспечен обеспечива совместим услуг установлен заказчик экземпляр сист консультантплюс,услуг сопровожден компьютерн сист
660,0,62.03.12.130: Услуги по сопровождению компьютерных систем,"Оказание услуг по адаптации и сопровождению экземпляров систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами системам КонсультантПлюс",№0368300000123001237,44,12.09.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного программного обеспечения обеспечивающего совместимость услуг с установленными у заказчика экземплярами системам консультантплюс, услуги по сопровождению компьютерных систем,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион программн обеспечен обеспечива совместим услуг установлен заказчик экземпляр систем консультантплюс,услуг сопровожден компьютерн сист
661,0,62.02.3: Услуги по технической поддержке информационных технологий,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг по адаптации и сопровождению с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс на 2024 год",№0848200000123000004,44,28.09.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного сервисного программного обеспечения обеспечивающего совместимость взаимодействие услуг по адаптации и сопровождению с ранее установленными у заказчика экземплярами систем консультантплюс на год, услуги по технической поддержке информационных технологий,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион сервисн программн обеспечен обеспечива совместим взаимодейств услуг адаптац сопровожден ран установлен заказчик экземпляр сист консультантплюс год,услуг техническ поддержк информацион технолог
662,0,62.03.1: Услуги по управлению компьютерным оборудованием,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг по адаптации и сопровождению с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс",№0348300244023000115,44,28.09.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного сервисного программного обеспечения обеспечивающего совместимость взаимодействие услуг по адаптации и сопровождению с ранее установленными у заказчика экземплярами систем консультантплюс, услуги по управлению компьютерным оборудованием,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион сервисн программн обеспечен обеспечива совместим взаимодейств услуг адаптац сопровожден ран установлен заказчик экземпляр сист консультантплюс,услуг управлен компьютерн оборудован
663,0,"63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки","Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в УФНС России по Астраханской области экземплярами Систем КонсультантПлюс",№0325100012423000010,44,18.09.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного сервисного программного обеспечения обеспечивающего совместимость взаимодействие услуг с ранее установленными в уфнс россии по астраханской области экземплярами систем консультантплюс, услуги информационные автоматизированные компьютерные прочие не включенные в другие группировки,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион сервисн программн обеспечен обеспечива совместим взаимодейств услуг ран установлен уфнс росс астраханск област экземпляр сист консультантплюс,услуг информацион автоматизирова компьютерн проч включен друг группировк
664,0,62.03.12.130: Услуги по сопровождению компьютерных систем,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс)",№0387200002223000010,44,29.09.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного сервисного программного обеспечения обеспечивающего совместимость взаимодействие услуг с ранее установленными у заказчика экземплярами систем консультантплюс в том числе специальной копией системы консультантплюс , услуги по сопровождению компьютерных систем,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион сервисн программн обеспечен обеспечива совместим взаимодейств услуг ран установлен заказчик экземпляр сист консультантплюс числ специальн коп систем консультантплюс,услуг сопровожден компьютерн сист
665,0,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс).",№0380200000123005795,44,07.09.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного сервисного программного обеспечения обеспечивающего совместимость взаимодействие услуг с ранее установленными у заказчика экземплярами систем консультантплюс в том числе специальной копией системы консультантплюс , услуги по технической поддержке в области информационных технологий прочие не включенные в другие группировки,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион сервисн программн обеспечен обеспечива совместим взаимодейств услуг ран установлен заказчик экземпляр сист консультантплюс числ специальн коп систем консультантплюс,услуг техническ поддержк област информацион технолог проч включен друг группировк
666,0,62.02.30.000: Услуги по технической поддержке информационных технологий,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс.",№0139200000123012423,44,18.08.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного сервисного программного обеспечения обеспечивающего совместимость взаимодействие услуг с ранее установленными у заказчика экземплярами систем консультантплюс , услуги по технической поддержке информационных технологий,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион сервисн программн обеспечен обеспечива совместим взаимодейств услуг ран установлен заказчик экземпляр сист консультантплюс,услуг техническ поддержк информацион технолог
667,0,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс",№0859200001123009819,44,09.08.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемые на основе специального лицензионного сервисного программного обеспечения обеспечивающего совместимость взаимодействие услуг с ранее установленными у заказчика экземплярами систем консультантплюс, услуги по технической поддержке в области информационных технологий прочие не включенные в другие группировки,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион сервисн программн обеспечен обеспечива совместим взаимодейств услуг ран установлен заказчик экземпляр сист консультантплюс,услуг техническ поддержк област информацион технолог проч включен друг группировк
668,0,62.03.12.130: Услуги по сопровождению компьютерных систем,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в государственном казенном учреждении Ставропольского края ""Краевой центр информационных технологий"" экземплярами Систем КонсультантПлюс для обеспечения нужд Ставропольского края",№0821200000923000013,44,23.08.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемых на основе специального лицензионного программного обеспечения обеспечивающего совместимость услуг с установленными в государственном казенном учреждении ставропольского края краевой центр информационных технологий экземплярами систем консультантплюс для обеспечения нужд ставропольского края, услуги по сопровождению компьютерных систем,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион программн обеспечен обеспечива совместим услуг установлен государствен казен учрежден ставропольск кра краев центр информацион технолог экземпляр сист консультантплюс обеспечен нужд ставропольск кра,услуг сопровожден компьютерн сист
669,0,"63.99.1: Услуги информационные прочие, не включенные в другие группировки","Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс)",№0333200008423000026,44,24.08.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемых на основе специального лицензионного программного обеспечения обеспечивающего совместимость услуг с установленными у заказчика экземплярами систем консультантплюс в том числе специальной копией системы консультантплюс , услуги информационные прочие не включенные в другие группировки,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион программн обеспечен обеспечива совместим услуг установлен заказчик экземпляр сист консультантплюс числ специальн коп систем консультантплюс,услуг информацион проч включен друг группировк
670,0,62.03.12.130: Услуги по сопровождению компьютерных систем,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс) для нужд Государственного бюджетного учреждения здравоохранения особого типа Владимирской области ""Областной центр общественного здоровья и медицинской профилактики""",№0128200000123004789,44,20.09.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс оказываемых на основе специального лицензионного сервисного программного обеспечения обеспечивающего совместимость взаимодействие услуг с установленными у заказчика экземплярами систем консультантплюс в том числе специальной копией системы консультантплюс для нужд государственного бюджетного учреждения здравоохранения особого типа владимирской области областной центр общественного здоровья и медицинской профилактики , услуги по сопровождению компьютерных систем,оказан услуг адаптац сопровожден экземпляр сист консультантплюс оказыва основ специальн лицензион сервисн программн обеспечен обеспечива совместим взаимодейств услуг установлен заказчик экземпляр сист консультантплюс числ специальн коп систем консультантплюс нужд государствен бюджетн учрежден здравоохранен особ тип владимирск област областн центр обществен здоров медицинск профилактик,услуг сопровожден компьютерн сист
671,0,"62.01.1: Услуги по проектированию, разработке информационных технологий для прикладных задач и тестированию программного обеспечения","Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, ранее установленных у заказчика",№0316300028423000070,44,25.09.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс ранее установленных у заказчика, услуги по проектированию разработке информационных технологий для прикладных задач и тестированию программного обеспечения,оказан услуг адаптац сопровожден экземпляр сист консультантплюс ран установлен заказчик,услуг проектирован разработк информацион технолог прикладн задач тестирован программн обеспечен
672,0,62.03.12.130: Услуги по сопровождению компьютерных систем,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, ранее установленных у заказчика",№0871500000623000013,44,15.09.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс ранее установленных у заказчика, услуги по сопровождению компьютерных систем,оказан услуг адаптац сопровожден экземпляр сист консультантплюс ран установлен заказчик,услуг сопровожден компьютерн сист
673,0,62.03.12.130: Услуги по сопровождению компьютерных систем,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, установленных у заказчика ",№0169300015123000020,44,17.08.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс установленных у заказчика , услуги по сопровождению компьютерных систем,оказан услуг адаптац сопровожден экземпляр сист консультантплюс установлен заказчик,услуг сопровожден компьютерн сист
674,0,62.03.12.130: Услуги по сопровождению компьютерных систем,"оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, установленных у Заказчика, на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными экземплярами Систем",№0167200003423006557,44,22.09.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс установленных у заказчика на основе специального лицензионного программного обеспечения обеспечивающего совместимость услуг с установленными экземплярами систем, услуги по сопровождению компьютерных систем,оказан услуг адаптац сопровожден экземпляр сист консультантплюс установлен заказчик основ специальн лицензион программн обеспечен обеспечива совместим услуг установлен экземпляр сист,услуг сопровожден компьютерн сист
675,0,62.02.30.000: Услуги по технической поддержке информационных технологий,Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс.,№0319300010123000608,44,25.08.2023,оказание услуг по адаптации и сопровождению экземпляров систем консультантплюс , услуги по технической поддержке информационных технологий,оказан услуг адаптац сопровожден экземпляр сист консультантплюс,услуг техническ поддержк информацион технолог
676,0,62.02.30.000: Услуги по технической поддержке информационных технологий,"Оказание услуг по адаптации и сопровождению экземпляров системы ""КонсультантПлюс""",№0123600007223000078,44,20.09.2023,оказание услуг по адаптации и сопровождению экземпляров системы консультантплюс , услуги по технической поддержке информационных технологий,оказан услуг адаптац сопровожден экземпляр систем консультантплюс,услуг техническ поддержк информацион технолог
677,0,62.02.30.000: Услуги по технической поддержке информационных технологий,"Оказание услуг по адаптации и сопровождению экземпляров системы ""КонсультантПлюс""",№32312805212,223,28.09.2023,оказание услуг по адаптации и сопровождению экземпляров системы консультантплюс , услуги по технической поддержке информационных технологий,оказан услуг адаптац сопровожден экземпляр систем консультантплюс,услуг техническ поддержк информацион технолог
678,0,"63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки",Оказание услуг по адаптации и сопровождению экземпляров Системы Консультант Плюс,№0349100019323000025,44,24.08.2023,оказание услуг по адаптации и сопровождению экземпляров системы консультант плюс, услуги информационные автоматизированные компьютерные прочие не включенные в другие группировки,оказан услуг адаптац сопровожден экземпляр систем консультант плюс,услуг информацион автоматизирова компьютерн проч включен друг группировк
679,0,62.02.30.000: Услуги по технической поддержке информационных технологий,Оказание услуг по адаптации и сопровождению экземпляров Системы Консультант Плюс,№0187300013723000288,44,22.08.2023,оказание услуг по адаптации и сопровождению экземпляров системы консультант плюс, услуги по технической поддержке информационных технологий,оказан услуг адаптац сопровожден экземпляр систем консультант плюс,услуг техническ поддержк информацион технолог
680,0,62.03.12.130: Услуги по сопровождению компьютерных систем,Оказание услуг по адаптации и сопровождению экземпляров системы Консультант Плюс,№32312724539,223,31.08.2023,оказание услуг по адаптации и сопровождению экземпляров системы консультант плюс, услуги по сопровождению компьютерных систем,оказан услуг адаптац сопровожден экземпляр систем консультант плюс,услуг сопровожден компьютерн сист
681,0,62.02.30.000: Услуги по технической поддержке информационных технологий,Оказание услуг по адаптации и сопровождению экземпляров Системы Консультант Плюс на основе специального лицензионного программного обеспечения для нужд государственного казенного учреждения социального обслуживания Владимирской области «Кольчугинский детский психоневрологический интернат для детей с особенностями развития»,№0128200000123004996,44,28.09.2023,оказание услуг по адаптации и сопровождению экземпляров системы консультант плюс на основе специального лицензионного программного обеспечения для нужд государственного казенного учреждения социального обслуживания владимирской области кольчугинский детский психоневрологический интернат для детей с особенностями развития, услуги по технической поддержке информационных технологий,оказан услуг адаптац сопровожден экземпляр систем консультант плюс основ специальн лицензион программн обеспечен нужд государствен казен учрежден социальн обслуживан владимирск област кольчугинск детск психоневрологическ интернат дет особен развит,услуг техническ поддержк информацион технолог
