,ord_id,ord_no,ord_title
2017,1977,129200005324000223,"Выполнение работ по сопровождению сервиса учета взаимодействия с контрагентами государственной информационной системы Волгоградской области ""Региональная информационная система в сфере здравоохранения Волгоградской области"""
2018,1978,869200000224000498,на оказание Услуг по обновлению и технической поддержки внедренной подсистемы обработки медицинских изображений регионального сегмента государственной информационной системы в сфере здравоохранения Челябинской области
2019,1979,184200000624000105,Поставка сертификата активации сервиса совместной расширенной технической поддержки сети ViPNet
2020,1980,847500000924000044,Оказание услуг по поддержке специализированного программного обеспечения АИС «Подросток» системы органов и учреждений системы профилактики правонарушений несовершеннолетних Магаданской области
2021,2111,148300000624000092,Оказание информационных и иных услуг на базе РНИС МО
2022,1981,358200019724000024,"Определение исполнителя у субъектов малого предпринимательства, социально ориентированных некоммерческих организаций на оказание услуг по обеспечению функционирования медицинской информационной системы для нужд государственного бюджетного учреждения Ростовской области «Онкологический диспансер»"
2023,1982,131300016024000004,Оказание услуг по информационно-технологическому сопровождению программных продуктов системы «1С:Предприятие»: ИТС ЦГУ ПРОФ (информационно-технологическое сопровождение для централизованных информационных систем государственных учреждений)
2024,1983,131300044724000006,Оказание услуг по информационному и технологическому сопровождению компьютеризированной системы учета
2025,1984,375200005824000001,"Оказание услуг по модификации и сопровождению имеющихся у заказчика модифицированных баз данных (БД) «Государственные и муниципальные закупки. Справочник заказчика. Базовый вариант», «Банк правоприменительной практики антимонопольной службы», включенных в программный комплекс «Кодекс»"
2026,1985,160300030924000006,Оказание услуг по обслуживанию ранее приобретенной справочной правовой системы комплект Гарант-Профессионал (интернет версия) для нужд администрации Советского муниципального района
2027,1987,373100123824000003,оказание услуг по адаптации и сопровождения экземпляра(-ов) Системы КонсультантПлюс
2028,1988,301100015224000001,Услуга по адаптации и сопровождению экземпляра СПС Консультант Юрист организации смарт-комплект Оптимальный ОВП
2029,1989,373500001524000002,Поставка сертификата на техническую поддержку программного обеспечения системы электронного архива на базе Элар Контекст
2030,1990,843500000224000277,"Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в Администрации Половинского муниципального округа Курганской области экземплярами Систем КонсультантПлюс"
2031,1991,372200140124000008,Оказание услуг по адаптации и сопровождению Систем КонсультантПлюс
2032,2007,160300000724000004,"Оказание услуг по сопровождению ранее установленной справочно-правовой системы ""Гарант"""
2033,1992,162300059524000010,Оказание услуг по сопровождению и технической поддержке программного обеспечения и модификация баз данных муниципальной геоинформационной системы Нижнесергинского муниципального района
2034,1993,806500000224000070,Оказание услуг по поставке сертификатов активации сервиса совместной технической поддержки продуктов ViPNet уровня «Расширенный» и сертификата активации сервиса обновления баз решающих правил для модуля IPS
2035,1994,372200147724000008,Оказание услуг по сопровождению и обслуживанию комплекса программных продуктов 1С на программной платформе «1С: Предприятие 8»: конфигурация «1С: Медицина. Больничная аптека» и конфигурация «1С: Медицина. Диетическое питание» в 2024 году для нужд Санкт-Петербургского государственного бюджетного учреждения здравоохранения «Городская больница № 28 «Максимилиановская».
2036,1995,169300014324000002,24-103486 Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс
2037,1996,356100029524000014,Оказание услуг по продлению технической поддержки «1С-Битрикс24». Лицензия Корпоративный портал - 50.
2038,1997,142200001324001148,Оказание услуг по адаптации и сопровождению автоматизированной информационной системы документооборота и делопроизводства в Администрации муниципального района Красноармейский Самарской области
2039,1998,846600002124000033,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, установленных у заказчика"
2040,1999,846600002124000032,Оказание услуг по комплексному обслуживанию и сопровождению ПП 1С
2041,2000,303200012424000001,Услуга по сопровождению компьютерных систем КонсультантПлюс
2042,2001,358100035824000006,Техническое сопровождение и восстановление работоспособности территориальных систем радиационного мониторинга и аварийного реагирования и комплексной системы мониторинга за состоянием защиты населения в Ростовской области (Прочая закупка услуг для государственных нужд)
2043,2002,187300010324000003,Оказание услуг по развитию и поддержке информационных ресурсов Нижневартовского района в сети интернет
2044,2003,372200167124000002,"Техническое обслуживание АРМ, оргтехники, заправка картриджей, мультимедийного оборудования и администрирование локально-вычислительный сетей"
2045,2004,372200211124000009,Оказание услуг по сервисному обслуживанию активного сетевого оборудования в 2024 и 2025 годах для нужд СПб ГБУЗ «Городская больница №20»
2046,2005,358100029524000004,"Оказание услуг по адаптации и сопровождению экземпляров справочной правовой системы КонсультантПлюс (прочая закупка товаров, работ и услуг)"
2047,2006,372200060824000001,Оказание услуг по предоставлению доступа к справочно-правовым системам
2048,2008,825500000724000237,Услуги по сопровождению программных продуктов системы «1С: Предприятие»
2049,2009,318200003524000007,"Услуги по сопровождению, технической поддержке и сервисному обслуживанию Программного комплекса ""Катарсис"" версия 8"
2050,2010,372200075024000002,Оказание услуг по информационному сопровождению и обслуживанию Медицинской информационной системы «Наркология» в СПб ГБУЗ «ГНБ»
2051,2011,318200030624000001,"оказание услуг по адаптации и сопровождению экземпляров 
справочно-правовой системы КонсультантПлюс"
2052,2012,179200001924000027,"Оказание услуги по внедрению и модернизации базы данных на основе программного продукта ""Парус Бюджет 10"""
2053,2018,819300038024000003,"Оказание услуг по информационно-технологическому сопровождению и развитию программных продуктов на платформе ""1С:Предприятие 8.3"""
2054,2013,348200052724000001,Оказание услуг по сопровождению бухгалтерских программных продуктов ПАРУС – Бюджет 7
2055,2014,148300000624000082,Оказание услуг по адаптации и сервисному сопровождению справочно-правовой системы Консультант-Плюс
2056,2015,372200047724000054,"Оказание услуг по техническому сопровождению архива медицинских изображений «Программного комплекса обработки, трёхмерной реконструкции, передачи и хранения медицинских диагностических изображений Kometa 3Di PACS» в 2024 году"
2057,2016,352200011824000005,Оказание услуг по технической поддержке средств криптографической защиты информации ViPNet для защиты электронного документооборота (Реестровый номер 2024.009034)
2058,2017,329200062224000406,Оказание услуг по предоставлению сертификатов на техническую поддержку программного обеспечения
2059,2019,372200280424000003,Установка и обслуживание информационных систем для нужд ГБОУ СОШ № 291 Санкт-Петербурга в 2024 году
2060,2020,201200000124000009,Выполнение работ по обеспечению функционирования региональной информационной автоматизированной системы государственного учреждения Территориальный фонд обязательного медицинского страхования Республики Башкортостан
2061,2021,169600019424000033,"Услуги по сопровождению Электронного периодического справочника ""Система ГАРАНТ"""
2062,2022,862300041824000007,Оказание информационных услуг по сопровождению компьютерных программ
2063,2028,187200001724000032,Оказание услуг по комплексному сопровождению программно-аппаратной платформы сетевого взаимодействия и системы видеонаблюдения и видеопротоколирования судебных участков мировых судей Ханты Мансийского автономного округа - Югры
2064,2023,373100037624000011,Поставка программного обеспечения
2065,2024,352300050324000001,"Оказание услуг по программному сопровождению (технической поддержке) Медицинской информационной системы ""Медея"" (Реестровый номер 2024.009325)"
2066,2025,372500009024000005,Оказание консультационных услуг по работе с программными продуктами 1С
2067,2026,123200000324000135,"Оказание услуг по адаптации и  сопровождению экземпляров справочных правовых систем и справочных систем КонсультантПлюс, ранее установленных в Министерстве имущественных отношений Амурской области"
2068,2027,123200000324000136,"Оказание услуг по техническому обслуживанию программного продукта ""БАРС-Имущество"" версия 2014 конфигурация ПЛЮС, ранее установленного в Министерстве имущественных отношений Амурской области"
2069,2029,175200001224000003,"Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс"
2070,2030,301300238824000006,"Оказание услуги, обеспечивающие эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан"
2071,2031,352200015524000001,"Оказание услуг по сопровождению, технической поддержке и сервисному обслуживанию Программных продуктов «Катарсис», (Реестровый номер 2024.009726)"
2072,2032,162300051624000001,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс"
2073,2033,319200045324000003,"Оказание услуг по сопровождению программных продуктов, входящих в программный комплекс «Парус бюджет»"
2074,2040,2056700000124000044,Услуги по предоставлению прав на использование оригиналов программного обеспечения  и технической поддержке в области информационных технологий
2075,2035,151200006024000011,Оказание услуги по технической поддержке Информационной системы управления проектами государственного заказчика в сфере строительства
2076,2036,301300021524000005,"Оказание услуги, обеспечивающей эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан в  2024г."
2077,2037,301300125824000002,Оказание информационных услуг ПП «Система управления «Парус 8 SE.»
2078,2038,315100007324000011,"прочая закупка услуг: Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными экземплярами Систем КонсультантПлюс"
2079,2039,344300133624000001,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс"
2080,2041,318300187724000012,Оказание услуг по Передаче Сертификата на оказание услуг по мониторингу событий информационной безопасности объектов ЗСПД и комплексному техническому сопровождению СОИБ
2081,2042,318300187724000013,Оказание услуг по предоставлению сертификата на техническое сопровождение и сертификатов активации сервиса технической поддержки ViPNet
2082,2043,387200012024000001,"Оказание услуг по сопровождению (включая модификацию и адаптацию) справочно-правовой системы «Гарант-Аналитик», имеющейся в наличии, используемой Заказчиком"
2083,2044,304300047224000001,"Оказание услуг по техническому сопровождению при эксплуатации специального программного обеспечения информационной системы, выполняющей функции региональной государственной информационной системы в сфере здравоохранения."
2084,2045,849300004924000027,Оказание услуг по адаптации и сопровождению экземпляров «Справочной правовой системы (СПС) КонсультантПлюс»
2085,2046,131300050424000005,Абонентское обслуживание и информационно-технологическое сопровождение программ для нужд администрации Каменского городского поселения Каменского муниципального района Воронежской области.
2086,2047,345100014524000001,"Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копии системы)"
2087,2048,118200003424000001,Оказание услуг по проведению телеконференций для нужд администрации Краснодарского края
2088,2049,372200160124000003,"Оказание услуг по информационному сопровождению справочно-правовой системы ""КонсультантПлюс"" в 2024 году"
2089,2050,139300027724000021,Выполнение комплекса работ по сопровождению автоматизированной муниципальной информационной системой «Реестр имущества Новокузнецкого муниципального округа» на базе  Geocad System Enterprise Edition (АМИС РИ НМО) и АИС ОГД Новокузнецкого округа
2090,2053,103200008424000132,Оказание услуг по технической поддержке информационных технологий для выполнения функций и полномочий судебных участков мировых судей Республики Дагестан
2091,2054,318200055424000001,"Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта ""ПАРУС-Бюджет 8""."
2092,2055,372200019924000029,Оказание услуг по предоставлению неисключительных (пользовательских) лицензионных прав на использование программного продукта «Вижен-Софт: Социальное Питание 2024 Сетевая версия»
2093,2056,371200010724000001,"Оказание услуги по подключению Заказчика к комплекту частей Электронного периодического справочника «Система ГАРАНТ» с актуализируемым наполнением, размещенного в телекоммуникационной сети Интернет, (информационного продукта вычислительной техники), содержащего информацию о текущем состоянии законодательства Российской Федерации, к которому подключается Заказчик для нужд ГОУ ДО ЯО ЯРИОЦ «Новая школа» в 2024 году"
2094,2057,121200000924000002,"Оказание услуг по адаптации и сопровождению экземпляров систем КонсультантПлюс, установленных у заказчика"
2095,2058,119300040024000016,Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс
2096,2059,342300229024000008,"Услуги по регистрации сервиса «1С:Комплект поддержки базовый на 12 месяцев» для получения лицензионного обновления программных продуктов системы «1С: Предприятие» (1С:КП ГУ Базовый на 12 месяцев (Льготная цена)), установленных на рабочих местах учреждения"
2097,2060,813500000124000777,"зз-0016-02133 - 2024 Услуги по адаптации и информационному сопровождению справочно-правовой системы ""КонсультантПлюс"""
2098,2061,831600001024000007,"Оказание информационных услуг с использованием экземпляров Справочно-Правовой Системы КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными ранее экземплярами Систем КонсультантПлюс"
2099,2062,139300027724000025,Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс
2100,2063,372200263424000118,Оказание услуг по сопровождению сегмента Единой системы электронного документооборота и делопроизводства исполнительных органов государственной власти Санкт-Петербурга
2101,2064,121300028924000004,"Продление простой (неисключительной) лицензии на право использования ранее установленного программного средства антивирусной защиты, обеспечивающей продление техподдержки и обновление антивирусных баз и приобретение сертифицированного ФСТЭК комплекта Kaspersky Стандартный Certified Media Pack"
2102,2065,127100006024000007,Техническое сопровождение и восстановление работоспособности территориальных систем радиационного мониторинга и аварийного реагирования комплексной системы мониторинга за состоянием защиты населения
2103,2066,332300156024000012,"оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс)"
2104,2067,116300000724000014,Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс
2105,2068,891200000624000471,Предоставление простого (неисключительного) права на получение обновлений эксплуатируемого программного продукта «Медицинская Информационная Система «Комплекс Программных Средств «Система Автоматизации Медико-Страхового Обслуживания Населения» «САМСОН» (00000563-ЭА)
2106,2070,377300006524000002,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс  на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем КонсультантПлюс"
2107,2071,321300031224000027,Оказание консультационных услуг и технической поддержки пользователям комплексной системы автоматизации медицинского учреждения (КСАМУ) для обеспечения нужд Ставропольского края
2108,2072,188500000224000005,Оказание услуг по поддержке программного продукта «АВЕРС: Управление лесным фондом ПРОФ»
2109,2073,319200044424000001,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, включая специальную копию Систем"
2110,2074,351300161524000017,Поставка средства антивирусной защиты
2111,2075,816500000624000611,Оказание услуг по сопровождению единой информационно-технологической платформы Республики Саха (Якутия).
2112,2076,848500002724000002,Оказание услуг по развитию и обеспечению функционирования информационного ресурса (в сфере ИКТ)
2113,2077,173200001424000077,"Оказание услуг по технической поддержке и сопровождению подсистемы, консолидирующей информацию о состоянии здоровья человека и медицинских услугах, доступную гражданам, автоматизированной информационной системы города Москвы «Единая медицинская информационно-аналитическая система города Москвы»"
2114,2078,173200001424000079,"Выполнение работ по развитию государственных информационных систем: Информационная система города Москвы «Краудсорсинговая платформа Правительства Москвы», Информационная система обеспечения деятельности Центра автоматизированной фиксации административных правонарушений в сфере коммунального хозяйства и обслуживания объектов городского хозяйства Правительства Москвы, Информационная система публикации данных и приема сообщений пользователей, Городская информационная система «Единое хранилище данных города Москвы» в части модернизации систем защиты информации"
2115,2079,373100018224000002,Обеспечение консультационной и технической поддержки на этапе первичной обработки бланков государственной итоговой аттестации
2116,2080,187200001724000033,Услуги по адаптивному сопровождению автоматизированной информационной системы Ханты-Мансийского автономного округа – Югры «Единая Транспортная Служба»
2117,2081,2030200000124000014,Оказание услуг по модернизации программного обеспечения АСУ ЖКХ «Капитальный ремонт»
2118,2083,318300027224000004,Оказание услуги по передаче Сертификата на оказание услуг по комплексному техническому сопровождению СОИБ и мониторингу событий информационной безопасности объектов ЗСПД
2119,2084,168200006224000001,"Услуги по сопровождению и адаптации экземпляров систем КонсультантПлюс оказываемых                    на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика системами КонсультантПлюс"
2120,2085,860200000824000321,"Услуги по сопровождению программных продуктов, входящих в состав государственной информационной системы «Единая система управления региональными финансами Саратовской области»: «АС «Бюджет», АС «УРМ», ПО «Сервер обмена данными», АС «Финансово-экономический анализ», Web-интерфейс «Долговая книга», портал «Открытый бюджет Саратовской области», Официальный сайт министерства финансов Саратовской области, ПК «Региональный электронный бюджет. Бюджетное планирование», ПК «Реестр источников доходов», а также дополнительных программных модулей и функционала к этим программным продуктам для нужд министерства финансов Саратовской области"
2121,2086,129200005324000232,"Выполнение работ по сопровождению электронных сервисов государственной информационной системы Волгоградской области ""Региональная информационная система в сфере здравоохранения Волгоградской области"""
2122,2639,123300001924000013,Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ»
2123,2087,318300027224000003,Оказание услуг по обеспечению продления сервисных сертификатов производителя на имеющиеся средства криптографической защиты информации и системы обнаружения вторжений
2124,2088,317300301924000034,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс."
2125,2089,317300301924000041,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс"
2126,2090,372200135324000001,Оказание услуг по передаче на условиях простой неисключительной лицензии прав на использование лицензионного программного обеспечения
2127,2091,142200001324001294,"Оказание услуг по администрированию программного обеспечения для нужд государственного бюджетного учреждения здравоохранения Самарской области ""Похвистневская центральная районная больница """
2128,2092,816500000624000606,Оказание услуг по информационно-правовому сопровождению специализированного программного обеспечения АИС «Аналитик регионального законодательства» для юридического анализа нормативных правовых актов Республики Саха(Якутия)
2129,2093,816500000624000590,Оказание услуг технического обслуживания программного обеспечения ранее установленной лабораторной информационной системы «Ариадна» лаборатории ГБУ РС(Я) «Жиганская ЦРБ»
2130,2094,142200001324001295,Оказание услуг по технической поддержке государственной информационной системы Самарской области «Управление активами Самарской области»
2131,2095,818300022724000007,"Оказание услуг по сопровождению установленного Электронного периодического справочника ""Система ГАРАНТ"" (информационный продукт вычислительной техники)"
2132,2096,843500000224000296,"Оказание услуг по сопровождению систем информационного обеспечения деятельности электронного периодического справочника ""Система ГАРАНТ"""
2133,2097,190300010824000041,Оказание услуг по доработке (внесение изменений)  и сопровождению программного продукта Автоматизированной информационной системы «Кадастр муниципальной собственности муниципального образования город Новый Уренгой».
2134,2098,187300006524000039,Оказание услуг по доработке системы расчета нормативных затрат на услуги муниципальных учреждений
2135,2099,301200051924000027,"Услуги, обеспечивающие эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан"
2136,2100,329300007024000001,Поставка Абонемента на техническое обслуживание программного продукта «Барс - имущество» для нужд администрации Ленинского муниципального района
2137,2109,169300044224000009,"Оказание услуг по адаптации и сопровождению справочной правовой Системы КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Управления образования администрации Озерского городского округа Челябинской области экземплярами Систем КонсультантПлюс"
2138,2101,817200000324000767,"Оказание услуг по технической поддержке программного обеспечения лабораторной информационной системы «Ариадна» в КГБУЗ ""Детская туберкулезная больница"""
2139,2102,130600031424000003,Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ»
2140,2103,130600031424000002,"Оказание услуг по адаптации и сопровождению экземпляров Системы Консультант Плюс на основе специального лицензионного ПО, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем Консультант Плюс"
2141,2104,139300002924000031,"Услуги по актуализации, адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в Комитете градостроительства и земельных ресурсов администрации города Новокузнецка экземплярами Систем КонсультантПлюс"
2142,2110,818300025624000011,Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» в 2024 году
2143,2105,380200000124000264,"Оказание услуг по адаптации , тестированию и сопровождению программных продуктов ""1С: Предприятие"""
2144,2106,845500000424000001,"Оказание услуг по адаптации и сопровождению установленных экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами СПС КонсультантПлюс"
2145,2107,304100002224000001,Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс
