Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
223-ФЗ;№31604369922;Прочие;запрос котировок в электронной форме № 21256/ЗКТЭ-АО «ФПК»/2016/Д на право заключения договора на выполнение работ по созданию программно-аппаратного комплекса ИТ-инфраструктуры поездов  АО «ФПК»   ;;;1;"Создание программно-аппаратного комплекса ИТ-инфраструктуры поездов АО ""ФПК""";108520058.93;RUB;;;;;63: Услуги в области информационных технологий;63: Услуги в области информационных технологий;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФЕДЕРАЛЬНАЯ ПАССАЖИРСКАЯ КОМПАНИЯ""";;23.11.2016;23.11.2016;Работа комиссии;;23.11.2016;29.11.2016;
44-ФЗ;№0111300063216001803;Электронный аукцион;"Сопровождение программного комплекса ""Барс-бюджет""";;;;;6990.00;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;КИЧУЙСКИЙ СЕЛЬСКИЙ ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ;ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ АЛЬМЕТЬЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН;10.11.2016;18.11.2016;Работа комиссии;;10.11.2016;18.11.2016;
223-ФЗ;№31604324211;Прочие;0208-00245. Выполнение работ по автоматизации внутренних процессов предприятия на основе программных продуктов «1С: Управление производственным предприятием» редакции 1.3 и «1С:Документооборот 8 КОРП» редакции 1.4;;;1;0208-00245. Выполнение работ по автоматизации внутренних процессов предприятия на основе программных продуктов «1С: Управление производственным предприятием» редакции 1.3 и «1С:Документооборот 8 КОРП» редакции 1.4;6446333.00;RUB;;;;;"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ АВТОМАТИКИ И ГИДРАВЛИКИ""";;15.11.2016;15.11.2016;Работа комиссии;;15.11.2016;28.11.2016;
223-ФЗ;№31604316228;Закупка у единственного поставщика (подрядчика, исполнителя);"Аренда оборудования ""Стрелец - Мониторинг""";;;1;"Аренда оборудования ""Стрелец - Мониторинг""";120000.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД ОБЩЕРАЗВИВАЮЩЕГО ВИДА № 12 СТАНИЦЫ ЛЕНИНГРАДСКОЙ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЛЕНИНГРАДСКИЙ РАЙОН;;11.11.2016;11.11.2016;Работа комиссии;;11.11.2016;;
223-ФЗ;№31604316163;Закупка у единственного поставщика (подрядчика, исполнителя);"Аренда оборудования ""Стрелец - Мониторинг""";;;1;"Аренда оборудования ""Стрелец - Мониторинг""";120000.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА № 5 СТАНИЦЫ ЛЕНИНГРАДСКОЙ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЛЕНИНГРАДСКИЙ РАЙОН;;11.11.2016;11.11.2016;Работа комиссии;;11.11.2016;;
223-ФЗ;№31604270194;Прочие;запрос котировок в электронной форме № 500.5515/ЗКТЭ-ФПК/16 на право заключения договора оказания услуг по сопровождению программного обеспечения по учету бланков строгой отчетности для нужд Уральского филиала АО «ФПК»  ;;;1;"Оказание услуг по сопровождению программного обеспечения по учету бланков строгой отчетности для нужд Уральского филиала АО ""ФПК""";236000.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФЕДЕРАЛЬНАЯ ПАССАЖИРСКАЯ КОМПАНИЯ""";;31.10.2016;10.11.2016;Работа комиссии;;31.10.2016;21.11.2016;
223-ФЗ;№31604264725;Прочие;"Приобретение программного обеспечения ""Старт"" для ООО ""БашРТС"" (730306)";;;1;"Приобретение программного обеспечения ""Старт"" для ООО ""БашРТС""";584566.00;RUB;;;;;62.02.20.110: Услуги по планированию и проектированию компьютерных систем;62.02.20.110: Услуги по планированию и проектированию компьютерных систем;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАШКИРСКИЕ РАСПРЕДЕЛИТЕЛЬНЫЕ ТЕПЛОВЫЕ СЕТИ""";;28.10.2016;09.11.2016;Работа комиссии;;28.10.2016;16.11.2016;
44-ФЗ;№0155300002316000064;Запрос котировок;Поставка программного обеспечения ;;;;;10650.00;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;АДМИНИСТРАЦИЯ НИКОЛЬСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ;АДМИНИСТРАЦИЯ НИКОЛЬСКОГО РАЙОНА ПЕНЗЕНСКОЙ ОБЛАСТИ;31.10.2016;08.11.2016;Работа комиссии;;01.11.2016;08.11.2016;
223-ФЗ;№31604298767;Запрос котировок;Запрос котировок на право заключения договора на разработку официального сайта ;;;1;создание сайта;300000.00;RUB;;;;;"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДООЧИСТНЫЕ СООРУЖЕНИЯ 3""";;08.11.2016;08.11.2016;Работа комиссии;;08.11.2016;16.11.2016;
223-ФЗ;№31604280306;Запрос котировок;Запрос котировок на право заключения договора на  право заключения договора поставки, заправки и ремонта картриджей для оргтехники;;;1;Заправка картриджей;1474756.00;RUB;;;;;63: Услуги в области информационных технологий;63: Услуги в области информационных технологий;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДООЧИСТНЫЕ СООРУЖЕНИЯ 3""";;01.11.2016;07.11.2016;Работа комиссии;;01.11.2016;14.11.2016;
223-ФЗ;№31604287861;Закупка у единственного поставщика (подрядчика, исполнителя);Оказание услуг по комплексной технической поддержке ИТ – сервисов  филиала АО «Концерн Росэнергоатом» «Дирекция строящейся Костромской атомной станции»;;;1;Оказание услуг по комплексной технической поддержке ИТ – сервисов  филиала АО «Концерн Росэнергоатом» «Дирекция строящейся Костромской атомной станции»;3170000.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЙ КОНЦЕРН ПО ПРОИЗВОДСТВУ ЭЛЕКТРИЧЕСКОЙ И ТЕПЛОВОЙ ЭНЕРГИИ НА АТОМНЫХ СТАНЦИЯХ""";;03.11.2016;03.11.2016;Работа комиссии;;03.11.2016;;
223-ФЗ;№31604282265;Закупка у единственного поставщика (подрядчика, исполнителя);Услуги по компьютерному моделированию ;;;1;Услуги по компьютерному моделированию;450000.00;RUB;;;;;62.09.20: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;62.09.20: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;Федеральное государственное бюджетное учреждение науки Ордена Трудового Красного Знамени Институт нефтехимического синтеза им. А.В. Топчиева Российской академии наук;;02.11.2016;02.11.2016;Работа комиссии;;02.11.2016;;
223-ФЗ;№31604275228;Прочие;Система планирования и учёта рабочего времени;;;1;Система планирования и учёта рабочего времени;9490000.00;RUB;;;;;62.02.30: Услуги по технической поддержке информационных технологий;62.02.30: Услуги по технической поддержке информационных технологий;"""СЕТЕЛЕМ БАНК"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";;31.10.2016;31.10.2016;Работа комиссии;;31.10.2016;01.11.2016;
223-ФЗ;№31604259051;Прочие;Оказание комплекса услуг, связанных с организацией и проведением закупок товаров, работ, услуг для нужд ООО «РН-Пурнефтегаз» на 2017 год;;;1;Оказание комплекса услуг, связанных с организацией и проведением закупок товаров, работ, услуг для нужд ООО «РН-Пурнефтегаз» на 2017 год;15760080.00;RUB;;;;;63: Услуги в области информационных технологий;63: Услуги в области информационных технологий;"Общество с ограниченной ответственностью ""РН-Пурнефтегаз""";;27.10.2016;27.10.2016;Подача заявок;;27.10.2016;;
223-ФЗ;№31604047709;Прочие;"Дополнительное соглашение к договору на оказание услуг по сопровождению 1С Предприятие ""Инфокрафт. ЖКХ""";;;1;"ПТВС. Дополнительное соглашение на увеличение объема, стоимости к договору № 1-У_УАСУ от 24.02.2016г. на оказание услуг по сопровождению  1 С Предприятие ""Инфокрафт. ЖКХ""";700000.00;RUB;;;;;62.02.2: Услуги консультативные по вопросам систем и программному обеспечению;62.02.2: Услуги консультативные по вопросам систем и программному обеспечению;"АКЦИОНЕРНАЯ КОМПАНИЯ ""АЛРОСА"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";;31.08.2016;24.10.2016;Работа комиссии;;31.08.2016;09.09.2016;
223-ФЗ;№31604237043;Прочие;Услуги БКИ 2016;;;1;Услуги БКИ 2016;141059870.00;RUB;;;;;63.91: Услуги информационных агентств;63.91: Услуги информационных агентств;"""СЕТЕЛЕМ БАНК"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";;21.10.2016;21.10.2016;Работа комиссии;;21.10.2016;24.10.2016;
44-ФЗ;№0173100003016000026;Электронный аукцион;Оказание услуг по передаче сертификата активации сервиса технической поддержки программного обеспечения Vipnet Client;;;;;498949.50;RUB;;;;;62.02.30: Услуги по технической поддержке информационных технологий;62.02.30: Услуги по технической поддержке информационных технологий;ФЕДЕРАЛЬНОЕ КАЗНАЧЕЙСТВО;ФЕДЕРАЛЬНОЕ КАЗНАЧЕЙСТВО;29.09.2016;10.10.2016;Работа комиссии;;29.09.2016;10.10.2016;
44-ФЗ;№0119200000116005288;Запрос котировок;  № ЗК 5974/16 «Оказание услуг по передаче  неисключительных прав пользования (лицензий) сертифицированными программными средствами контроля защищенности от несанкционированного доступа к информации объектов информатизации Администрации Губернатора Красноярского края».;;;;;9506.67;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;УПРАВЛЕНИЕ ДЕЛАМИ ГУБЕРНАТОРА И ПРАВИТЕЛЬСТВА КРАСНОЯРСКОГО КРАЯ;АГЕНТСТВО ГОСУДАРСТВЕННОГО ЗАКАЗА КРАСНОЯРСКОГО КРАЯ;29.09.2016;06.10.2016;Работа комиссии;;30.09.2016;06.10.2016;
223-ФЗ;№31604168810;Прочие;Тестовый аукцион, старая интеграция;;;1;Тестовый аукцион, старая интеграция;100.00;RUB;;;;;63: Услуги в области информационных технологий;63: Услуги в области информационных технологий;"Общество с ограниченной ответственностью ""ФогСофт""";;04.10.2016;04.10.2016;Работа комиссии;;04.10.2016;05.11.2016;
223-ФЗ;№31604168459;Прочие;Тестовый аукцион, старая интеграция;;;1;Тестовый аукцион, старая интеграция;100.00;RUB;;;;;63: Услуги в области информационных технологий;63: Услуги в области информационных технологий;"Общество с ограниченной ответственностью ""ФогСофт""";;04.10.2016;04.10.2016;Работа комиссии;;04.10.2016;05.11.2016;
223-ФЗ;№31604168441;Прочие;Тестовый аукцион, старая интеграция;;;1;Тестовый аукцион, старая интеграция;100.00;RUB;;;;;63: Услуги в области информационных технологий;63: Услуги в области информационных технологий;"Общество с ограниченной ответственностью ""ФогСофт""";;04.10.2016;04.10.2016;Работа комиссии;;04.10.2016;05.11.2016;
223-ФЗ;№31604171149;Прочие;Система планирования и учёта рабочего времени;;;1;Система планирования и учёта рабочего времени;11115000.00;RUB;;;;;62.02.30: Услуги по технической поддержке информационных технологий;62.02.30: Услуги по технической поддержке информационных технологий;"""СЕТЕЛЕМ БАНК"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ";;04.10.2016;04.10.2016;Работа комиссии;;04.10.2016;12.10.2016;
44-ФЗ;№0362200072016000100;Запрос котировок;оказание услуг по продлению неисключительных (пользовательских) прав на использование антивирусного программного обеспечения (для рабочих станций и серверов) для ГБУЗ СО «СП г. Каменск-Уральский»;;;;;15113.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА ГОРОД КАМЕНСК-УРАЛЬСКИЙ""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА ГОРОД КАМЕНСК-УРАЛЬСКИЙ""";26.09.2016;04.10.2016;Работа комиссии;;26.09.2016;03.10.2016;
223-ФЗ;№31604154072;Прочие;Услуги по технической поддержке программного обеспечения компании Шлюмберже;;;1;Услуги по технической поддержке программного обеспечения компании Шлюмберже;96715.24;USD;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-ЭКСПЛОРЕЙШН""";;29.09.2016;29.09.2016;Работа комиссии;;29.09.2016;;
44-ФЗ;№0375200046616000101;Запрос котировок;услуги по заправке картриджей ;;;;;35000.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КРЫМ ""СОВЕТСКАЯ РАЙОННАЯ БОЛЬНИЦА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КРЫМ ""СОВЕТСКАЯ РАЙОННАЯ БОЛЬНИЦА""";23.09.2016;29.09.2016;Работа комиссии;;23.09.2016;29.09.2016;
223-ФЗ;№31604143770;Прочие;"Оказание услуг 1-й линии поддержки по сопровождению тиражного решения ""1С";;;1;"Оказание услуг 1-й линии поддержки по сопровождению тиражного решения ""1С";1869120.00;RUB;;;;;62.03: Услуги по управлению компьютерным оборудованием;62.03: Услуги по управлению компьютерным оборудованием;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПОЧТА РОССИИ""";;28.09.2016;28.09.2016;Работа комиссии;;28.09.2016;06.10.2016;
223-ФЗ;№31604125921;Прочие;Оказание информационных услуг с использованием экземпляров  Системы КонсультантПлюс для нужд филиала «Ангара» ООО «РН-Пожарная безопасность» ( 1/16-АНГ);;;1;Оказание информационных услуг с использованием экземпляров  Системы КонсультантПлюс ( 1/16-АНГ);282049.50;RUB;;;;;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-ПОЖАРНАЯ БЕЗОПАСНОСТЬ""";;22.09.2016;22.09.2016;Работа комиссии;;22.09.2016;20.10.2016;
44-ФЗ;№0848300045416001343;Запрос котировок;Закупка в 2016 году услуги на предоставление права использования системного программного обеспечения для нужд МБОУ Кубинской СОШ №1 имени Героя РФ И.В.Ткаченко;;;;;400000.00;RUB;;;;;62.01.21.000: Оригиналы программного обеспечения компьютерных игр;62.01.21.000: Оригиналы программного обеспечения компьютерных игр;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КУБИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 1 ИМЕНИ ГЕРОЯ РОССИЙСКОЙ ФЕДЕРАЦИИ И.В. ТКАЧЕНКО;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР МУНИЦИПАЛЬНЫХ ЗАКУПОК ОДИНЦОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА МОСКОВСКОЙ ОБЛАСТИ""";31.08.2016;12.09.2016;Работа комиссии;Субъектам малого предпринимательства и социально ориентированным некоммерческим организациям (в соответствии со статьей 30 Федерального закона № 44-ФЗ);31.08.2016;12.09.2016;
223-ФЗ;№31604062262;Закупка у единственного поставщика (подрядчика, исполнителя);"Оказание информационных и консультационных услуг по адаптации программных средств миграции данных в информационную автоматизированную систему SAP B-ER7-2 в части данных автоматизированной системы бухгалтерского и налогового учета ""СЕ2/""СЕ2Ora"" Белоярской АЭС";;;1;"Оказание информационных и консультационных услуг по адаптации программных средств миграции данных в информационную автоматизированную систему SAP B-ER7-2 в части данных автоматизированной системы бухгалтерского и налогового учета ""СЕ2/""СЕ2Ora"" Белоярской АЭС";6000000.00;RUB;;;;;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЙ КОНЦЕРН ПО ПРОИЗВОДСТВУ ЭЛЕКТРИЧЕСКОЙ И ТЕПЛОВОЙ ЭНЕРГИИ НА АТОМНЫХ СТАНЦИЯХ""";;02.09.2016;02.09.2016;Работа комиссии;;02.09.2016;;
223-ФЗ;№31604053662;Прочие;"Право заключения договора на выполнение работ по теме: ""Разработка программы управления ресурсными характеристиками и Регламента контроля технического состояния оборудования, эксплуатациякоторого должна осуществляться вплоть до приведения блоков № 1, 2 НВ АЭС в радиационно-безопасное состояние""";;;1;"Право заключения договора на выполнение работ по теме: ""Разработка программы управления ресурсными характеристиками и Регламента контроля технического состояния оборудования, эксплуатациякоторого должна осуществляться вплоть до приведения блоков № 1, 2 НВ АЭС в радиационно-безопасное состояние""";3539159.72;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЙ КОНЦЕРН ПО ПРОИЗВОДСТВУ ЭЛЕКТРИЧЕСКОЙ И ТЕПЛОВОЙ ЭНЕРГИИ НА АТОМНЫХ СТАНЦИЯХ""";;31.08.2016;31.08.2016;Работа комиссии;;31.08.2016;12.09.2016;
223-ФЗ;№31604052248;Закупка у единственного поставщика (подрядчика, исполнителя);оказание информационных услуг с использованием специальных выпусков консультант плюс;;;1;оказание информационной услуги с использованием специальных выпусков консультант плюс;432912.96;RUB;;;;;62.09.20.120: Услуги по установке программного обеспечения;62.09.20.120: Услуги по установке программного обеспечения;"Свердловский Дорожный филиал Федерального бюджетного учреждения здравоохранения ""Центр гигиены и эпидемиологии по железнодорожному транспорту""";;31.08.2016;31.08.2016;Работа комиссии;;31.08.2016;;
223-ФЗ;№31604037425;Открытый аукцион в электронной форме;16579/ОАЭ-ОАО «СЗ ППК»/2016/СПБ на право заключениядоговора оказания услуг по  техническойподдержке  контрольно-кассовой техникимодели «ПКТК»;;;1;"Оказание услуг по технической поддержке  контрольно-кассовой техники модели ""ПКТК""";2739394.25;RUB;;;;;"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРО-ЗАПАДНАЯ ПРИГОРОДНАЯ ПАССАЖИРСКАЯ КОМПАНИЯ""";;26.08.2016;26.08.2016;Работа комиссии;;26.08.2016;19.09.2016;
223-ФЗ;№31604037360;Открытый аукцион в электронной форме;16578/ОАЭ-ОАО «СЗ ППК»/2016/СПБ на право заключениядоговора оказания услуг по  техническойподдержке  контрольно-кассовой техникимодели «МКТК»;;;1;"Оказание услуг по технической поддержке контрольно-кассовой техники модели ""МКТК""";630807.85;RUB;;;;;"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРО-ЗАПАДНАЯ ПРИГОРОДНАЯ ПАССАЖИРСКАЯ КОМПАНИЯ""";;26.08.2016;26.08.2016;Работа комиссии;;26.08.2016;19.09.2016;
44-ФЗ;№0148300000616000958;Запрос котировок;"Программное обеспечение ""KASPERSKY""";;;;;86916.33;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД НОГИНСК МОСКОВСКОЙ ОБЛАСТИ""";АДМИНИСТРАЦИЯ НОГИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА МОСКОВСКОЙ ОБЛАСТИ;18.08.2016;25.08.2016;Работа комиссии;;18.08.2016;25.08.2016;
223-ФЗ;№31603230129;Закупка у единственного поставщика (подрядчика, исполнителя);"Выполнение работ по созданию периметральной системы защиты информации для нужд ООО «НГК «ИТЕРА»;";;;1;Выполнение работ по созданию периметральной  системы защиты  информации для нужд ООО «НГК  «ИТЕРА»;1633840.00;RUB;;;;;62.03.11: Услуги по управлению сетями;62.03.11: Услуги по управлению сетями;"Общество с ограниченной ответственностью ""Нефтегазовая компания ""ИТЕРА""";;22.01.2016;16.08.2016;Работа комиссии;;22.01.2016;;
223-ФЗ;№31603993474;Закупка у единственного поставщика (подрядчика, исполнителя);"Договор на оказанание консультационных услуг по программному продукту Парус"" Бюджет 7-ХХ""";;;1;"Договор на оказанание консультационных услуг по программному продукту Парус"" Бюджет 7-ХХ""";38700.00;RUB;;;;;"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА ""СПОРТИВНЫЙ КЛУБ БРОННИЦЫ""";;15.08.2016;15.08.2016;Работа комиссии;;15.08.2016;;
44-ФЗ;№0111300063216001307;Электронный аукцион;"сопровождение ПК ""БАРС-бюджет""";;;;;6990.00;RUB;;;;;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;НОВОКАШИРОВСКИЙ СЕЛЬСКИЙ ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ;ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ АЛЬМЕТЬЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН;02.08.2016;10.08.2016;Работа комиссии;;02.08.2016;10.08.2016;
44-ФЗ;№0311300268216000109;Электронный аукцион;"Оказание услуг по доработке и технической поддержке программного комплекса МИС ""Витакарта 3.8"" для нужд ГАУЗ "" Городская клиническая больница №16"" г.Казани ";;;;;55000.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №16"" Г.КАЗАНИ";"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №16"" Г.КАЗАНИ";29.07.2016;08.08.2016;Работа комиссии;;29.07.2016;08.08.2016;
223-ФЗ;№31603966232;Закупка у единственного поставщика (подрядчика, исполнителя);"Оказание услуг по теме ""Информационно-коммуникационное и бытовое обслуживание деятельности руководства Госкорпорации ""Росатом"" и ОКЧС с использованием Подвижного пункта управления функциональной подсистемы предупреждения и ликвидации чрезвычайных ситуаций в организациях (на объектах), находящихся в ведении и входящих в сферу деятельности Госкорпорации ""Росатом"" (ПКУ)""";;;1;"Оказание услуг по теме ""Информационно-коммуникационное и бытовое обслуживание деятельности руководства Госкорпорации ""Росатом"" и ОКЧС с использованием Подвижного пункта управления функциональной подсистемы предупреждения и ликвидации чрезвычайных ситуаций в организациях (на объектах), находящихся в ведении и входящих в сферу деятельности Госкорпорации ""Росатом"" (ПКУ)""";68386000.00;RUB;;;;;"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"Государственная корпорация по атомной энергии ""Росатом""";;05.08.2016;05.08.2016;Работа комиссии;;05.08.2016;;
223-ФЗ;№31603964832;Закупка у единственного поставщика (подрядчика, исполнителя);Оказание консультационных услуг;;;1;Оказание консультационных услуг;298310.00;RUB;;;;;62.02.20: Услуги консультативные по вопросам систем и программному обеспечению;62.02.20: Услуги консультативные по вопросам систем и программному обеспечению;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕОЛОГ-ИНВЕСТ""";;05.08.2016;05.08.2016;Работа комиссии;;05.08.2016;;
