Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
44-ФЗ;№0372200134924000002;Запрос котировок в электронной форме;Оказание услуг по по адаптации и сопровождению экземпляров СПС КонсультантПлюс;;'242780102096478010100100150016203244';;;273226.65;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""РОДИЛЬНЫЙ ДОМ № 1 (СПЕЦИАЛИЗИРОВАННЫЙ)""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""РОДИЛЬНЫЙ ДОМ № 1 (СПЕЦИАЛИЗИРОВАННЫЙ)""";29.01.2024;29.01.2024;Подача заявок;;29.01.2024;05.02.2024;
44-ФЗ;№0351100033224000007;Электронный аукцион;Оказание услуг по техническому сопровождению специализированного программного обеспечения;;'241540333827154030100100020020000244';;;179176.00;RUB;;;;;62.02.3: Услуги по технической поддержке информационных технологий;62.02.30.000-00000002: Услуги по технической поддержке информационных технологий;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР НЕЙРОХИРУРГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ (Г. НОВОСИБИРСК)";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР НЕЙРОХИРУРГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ (Г. НОВОСИБИРСК)";29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
44-ФЗ;№0351100033224000006;Электронный аукцион;Оказание услуг по предоставлению сертификата на осуществление технической поддержки программного средства защиты информации от несанкционированного доступа;;'241540333827154030100100020010000244';;;111000.00;RUB;;;;;62.09.2: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;62.09.20.000-00000001: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР НЕЙРОХИРУРГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ (Г. НОВОСИБИРСК)";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР НЕЙРОХИРУРГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ (Г. НОВОСИБИРСК)";29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
44-ФЗ;№0145200000424000034;Открытый конкурс в электронной форме;Выполнение работ по развитию автоматизированной информационной системы «Государственный заказ Ленинградской области»;;'242470315518947030100100050016201244';;;8340000.00;RUB;;;;;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ФОНД ИМУЩЕСТВА ЛЕНИНГРАДСКОЙ ОБЛАСТИ""";КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЛЕНИНГРАДСКОЙ ОБЛАСТИ;29.01.2024;29.01.2024;Подача заявок;;;14.02.2024;
44-ФЗ;№0173200001424000058;Открытый конкурс в электронной форме;Выполнение работ по развитию государственной информационной системы: Автоматизированная информационная система города Москвы «Управление инвестиционной деятельностью» и поддержание ее работоспособности в 2024-2025 годах;;'242770135608677030100100090010000244';;;492364600.77;RUB;;;;;"62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения; 62.02.30.000: Услуги по технической поддержке информационных технологий";"62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения; 62.02.30.000: Услуги по технической поддержке информационных технологий";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ИНФОРМАЦИОННЫЙ ГОРОД""";ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ;29.01.2024;29.01.2024;Подача заявок;;;14.02.2024;
44-ФЗ;№0103200002524000008;Электронный аукцион;Консультантплюс;;'242056206789205720100100020016203242';;;389000.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;МИНИСТЕРСТВО СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА РЕСПУБЛИКИ ДАГЕСТАН;МИНИСТЕРСТВО СТРОИТЕЛЬСТВА, АРХИТЕКТУРЫ И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА РЕСПУБЛИКИ ДАГЕСТАН;29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
44-ФЗ;№0154200003424000003;Электронный аукцион;Услуги по адаптации и сопровождению экземпляров систем КонсультантПлюс;;'242575207358057520100100080016203244';;;709496.15;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;ДЕПАРТАМЕНТ НАДЗОРНОЙ И КОНТРОЛЬНОЙ ДЕЯТЕЛЬНОСТИ ОРЛОВСКОЙ ОБЛАСТИ;ДЕПАРТАМЕНТ НАДЗОРНОЙ И КОНТРОЛЬНОЙ ДЕЯТЕЛЬНОСТИ ОРЛОВСКОЙ ОБЛАСТИ;29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
44-ФЗ;№0151200006024000006;Электронный аукцион;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем КонсультантПлюс;;'242540680455554060100100030026202242';;;359133.57;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НОВОСИБИРСКОЙ ОБЛАСТИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР МОНИТОРИНГА ЦЕН СТРОИТЕЛЬНЫХ РЕСУРСОВ""";МИНИСТЕРСТВО СТРОИТЕЛЬСТВА НОВОСИБИРСКОЙ ОБЛАСТИ;29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;07.02.2024;
223-ФЗ;№32413209884;Конкурс в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Конкурс в электронной форме участниками которого могут быть только субъекты малого и среднего предпринимательства на право заключения договора на выполнение работ по развитию комплексной автоматизированной информационной системы учета автотранспорта Специализированной автобазы в 2024-2025 годах.;;;1;Выполнение работ по развитию комплексной автоматизированной информационной системы учета автотранспорта Специализированной автобазы в 2024-2025 годах.;12000000.00;RUB;;;;;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСВОДОКАНАЛ""";;24.01.2024;29.01.2024;Подача заявок;;24.01.2024;05.02.2024;
44-ФЗ;№0338200013524000001;Электронный аукцион;Оказание услуг по размещению информации на темы профилактики неинфекционных заболеваний и укрепления общественного здоровья в рамках региональной программы «Формирование здорового образа жизни и профилактика неинфекционных заболеваний населения» на сайтах информагентств и в социальных сетях;;'242410117181041010100100050016311244';;;2208000.00;RUB;;;;;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАМЧАТСКИЙ КРАЕВОЙ ЦЕНТР ОБЩЕСТВЕННОГО ЗДОРОВЬЯ И МЕДИЦИНСКОЙ ПРОФИЛАКТИКИ""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАМЧАТСКИЙ КРАЕВОЙ ЦЕНТР ОБЩЕСТВЕННОГО ЗДОРОВЬЯ И МЕДИЦИНСКОЙ ПРОФИЛАКТИКИ""";19.01.2024;29.01.2024;Работа комиссии;;19.01.2024;29.01.2024;
44-ФЗ;№0190200000324000458;Электронный аукцион;Оказание услуг по настройке автоматизированной межведомственной информационной системы для оказания государственных и муниципальных услуг Ямало-Ненецкого автономного округа в электронном виде;;'242890101721289010100100360016203244';;;9093000.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;ДЕПАРТАМЕНТ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ И СВЯЗИ ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА;ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА;29.01.2024;29.01.2024;Подача заявок;;29.01.2024;06.02.2024;
223-ФЗ;№32413224032;Конкурс в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Оказание услуг по технической поддержке автоматизированной информационной системы сопровождения процессов инспектирования иностранных производителей лекарственных средств для медицинского применения;;;1;Оказание услуг по технической поддержке автоматизированной информационной системы сопровождения процессов инспектирования иностранных производителей лекарственных средств для медицинского применения;7453333.33;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОСУДАРСТВЕННЫЙ ИНСТИТУТ ЛЕКАРСТВЕННЫХ СРЕДСТВ И НАДЛЕЖАЩИХ ПРАКТИК""";;29.01.2024;29.01.2024;Подача заявок;;29.01.2024;14.02.2024;
44-ФЗ;№0869200000224000344;Электронный аукцион;Оказание услуги по продлению сервисной поддержки подсистем кондиционирования и бесперебойного электропитания APC;;'242745333346674530100100080016202242';;;18392974.37;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ИНФОРМАЦИОННО-ТЕХНИЧЕСКОГО ОБСЛУЖИВАНИЯ""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК ЧЕЛЯБИНСКОЙ ОБЛАСТИ""";29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;07.02.2024;
44-ФЗ;№0318200013624000001;Запрос котировок в электронной форме;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;;'242234001640323400100100250016202244';;;96540.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""ШКУРИНСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ И ИНВАЛИДОВ""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""ШКУРИНСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ И ИНВАЛИДОВ""";29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;05.02.2024;
223-ФЗ;№32413223917;Прочие;"2024/9-67 Оказание услуг по сопровождению ПО ""Планирование и контроль обходов точек учета электроэнергии""";;;1;"(АУ) Оказание услуг по сопровождению ПО ""Планирование и контроль обходов точек учета электроэнергии""";8592636.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕТЕВАЯ КОМПАНИЯ""";;29.01.2024;29.01.2024;Подача заявок;;29.01.2024;09.02.2024;
223-ФЗ;№32413223903;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Оказание комплекса услуг по техническому обслуживанию, поддержке и сопровождению информационных систем программных продуктов на базе 1С - 1С: Документооборот 8, 1С: Бухгалтерия государственного учреждения 8, 1С: Зарплата и кадры государственного учреждения 8;;;1;Оказание комплекса услуг по техническому обслуживанию, поддержке и сопровождению информационных систем программных продуктов на базе 1С - 1С: Документооборот 8, 1С: Бухгалтерия государственного учреждения 8, 1С: Зарплата и кадры государственного учреждения 8;2545100.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТР ГИГИЕНЫ И ЭПИДЕМИОЛОГИИ В ГОРОДЕ САНКТ-ПЕТЕРБУРГЕ И ЛЕНИНГРАДСКОЙ ОБЛАСТИ""";;29.01.2024;29.01.2024;Подача заявок;;29.01.2024;07.02.2024;
44-ФЗ;№0813500000124000471;Электронный аукцион;зз-0016-01165 - 2024 Оказание услуг по ведению базы данных Системы Консультант Плюс;;'243182900760218370100100210016399244';;;50400.00;RUB;;;;;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОДСКОЙ ОКРУГ ""ГОРОД ГЛАЗОВ"" УДМУРТСКОЙ РЕСПУБЛИКИ""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ УДМУРТСКОЙ РЕСПУБЛИКИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ЗАКУПОК УДМУРТСКОЙ РЕСПУБЛИКИ""";29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
44-ФЗ;№0190200000324000457;Электронный аукцион;Оказание услуг по технической поддержке государственной информационной системы «Региональный банк данных семей и несовершеннолетних «группы особого внимания» в Ямало-Ненецком автономном округе;;'242890101721289010100100340026202244';;;800000.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;ДЕПАРТАМЕНТ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ И СВЯЗИ ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА;ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА;29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
44-ФЗ;№0342300007024000003;Запрос котировок в электронной форме;"Оказание услуг по сопровождению АИС ""ИМЦ: Анализ счетов"" для нужд государственного бюджетного учреждения здравоохранения Самарской области «Сызранская центральная городская и районная больница».";;'242632501420863250100100340010000244';;;154020.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""СЫЗРАНСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ И РАЙОННАЯ БОЛЬНИЦА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""СЫЗРАНСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ И РАЙОННАЯ БОЛЬНИЦА""";22.01.2024;29.01.2024;Работа комиссии;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;29.01.2024;
223-ФЗ;№32413179670;Прочие;"""УСЛУГИ ПО ТЕХНИЧЕСКОЙ ПОДДЕРЖКЕ И ТЕХНИЧЕСКОМУ ОБСЛУЖИВАНИЮ ККТ "" ";;;1;"""УСЛУГИ ПО ТЕХНИЧЕСКОЙ ПОДДЕРЖКЕ И ТЕХНИЧЕСКОМУ ОБСЛУЖИВАНИЮ ККТ """;360000.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЖДУНАРОДНЫЙ АЭРОПОРТ ""СИМФЕРОПОЛЬ""";;16.01.2024;29.01.2024;Подача заявок;;16.01.2024;02.02.2024;
44-ФЗ;№0104200003624000004;Электронный аукцион;"""Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в Министерстве транспорта и дорожного хозяйства Кабардино-Балкарской Республики  экземплярами Систем КонсультантПлюс"" для нужд Министерства транспорта и дорожного хозяйства Кабардино-Балкарской Республики.";;'242072502190707250100100060016399242';;;371195.00;RUB;;;;;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ ""УПРАВЛЕНИЕ ДОРОЖНОГО ХОЗЯЙСТВА""";МИНИСТЕРСТВО ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ;29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
44-ФЗ;№0332300267024000013;Электронный аукцион;Услуги по сопровождению СИМ «Система ГАРАНТ»;;'243524304234752430100100030016203242';;;61050.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КИРИЛЛОВКА""";АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ГОРОД АРЗАМАС НИЖЕГОРОДСКОЙ ОБЛАСТИ;29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
223-ФЗ;№32413223802;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Право на использование ПК «Строительный эксперт»;;;1;Право на использование ПК «Строительный эксперт»;98900.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""НАУЧНО-ИСПЫТАТЕЛЬНЫЙ ЦЕНТР РАКЕТНО-КОСМИЧЕСКОЙ ПРОМЫШЛЕННОСТИ""";;29.01.2024;29.01.2024;Подача заявок;;29.01.2024;05.02.2024;
44-ФЗ;№0118100009124000001;Запрос котировок в электронной форме;"Оказание услуг по сопровождению программных продуктов ""1С: Бухгалтерия государственного учреждения 8"", ""1С: Зарплата и кадры государственного учреждения 8""";;'241231002126923100100100240016203242';;;3709800.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КРАСНОДАРСКОМУ КРАЮ;ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КРАСНОДАРСКОМУ КРАЮ;29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;05.02.2024;
44-ФЗ;№0190200000324000453;Электронный аукцион;Оказание услуг по техническому сопровождению программного обеспечения «Автоматизированная система секретного делопроизводства, документооборота и допускной работы»;;'242890101261689010100100960016203244';;;1000000.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;УПРАВЛЕНИЕ ДЕЛАМИ ПРАВИТЕЛЬСТВА ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО  ОКРУГА;ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА;29.01.2024;29.01.2024;Подача заявок;;29.01.2024;06.02.2024;
44-ФЗ;№0848300045424000035;Электронный аукцион;"Закупка в 2024 году на оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, включая специальную копию Систем для нужд МКУ ""ЦХО ОМС""";;'243503222315050320100100170016202244';;;189592.33;RUB;;;;;62.02.3: Услуги по технической поддержке информационных технологий;62.02.30.000-00000002: Услуги по технической поддержке информационных технологий;"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ОДИНЦОВСКОГО ГОРОДСКОГО ОКРУГА ""ЦЕНТР ХОЗЯЙСТВЕННОГО ОБСЛУЖИВАНИЯ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР МУНИЦИПАЛЬНЫХ ЗАКУПОК"" ОДИНЦОВСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ";29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
44-ФЗ;№0320300123424000003;Электронный аукцион;Оказание услуг по обновлению системы резервного копирования и аварийного восстановления данных;;'243253000767925300100100110010000244';;;304356.00;RUB;;;;;"58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 62.02.30.000: Услуги по технической поддержке информационных технологий";58.29.50.000-00000001: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ХОЗЯЙСТВЕННОЕ УПРАВЛЕНИЕ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ХОЗЯЙСТВЕННОЕ УПРАВЛЕНИЕ""";29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;07.02.2024;
44-ФЗ;№0362300093424000001;Электронный аукцион;Предоставление лицензии на обновление и сопровождение программы;;'243666205425666850100100090016203244';;;646700.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 1 ГОРОД ЕКАТЕРИНБУРГ""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 1 ГОРОД ЕКАТЕРИНБУРГ""";29.01.2024;29.01.2024;Подача заявок;;29.01.2024;07.02.2024;
44-ФЗ;№0129200003724000010;Электронный аукцион;Услуги информационных агентств для обеспечения государственных нужд Волгоградской областной Думы;;'242344406098434440100100150086391244';;;99682.00;RUB;;;;;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;ВОЛГОГРАДСКАЯ ОБЛАСТНАЯ ДУМА;ВОЛГОГРАДСКАЯ ОБЛАСТНАЯ ДУМА;29.01.2024;29.01.2024;Подача заявок;;29.01.2024;07.02.2024;
