Закупки по,Реестровый номер закупки,"Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки)",Наименование закупки,Предмет электронного аукциона (только для ПП РФ 615),Идентификационный код закупки,Номер лота,Наименование лота,Начальная (максимальная) цена контракта,Валюта,Начальная (максимальная) цена в валюте контракта,Валюта контракта,Классификация по ОКДП,Классификация по ОКПД,Классификация по ОКПД2,Код позиции,Наименование Заказчика,"Организация, осуществляющая размещение ",Дата размещения,Дата обновления,Этап закупки,Особенности размещения заказа\ Преимущества (44-ФЗ),Дата начала подачи заявок,Дата окончания подачи заявок,Дата проведения электронного аукциона
44-ФЗ,№0301300081524000017,Электронный аукцион,"Услуги, обеспечивающие эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан, используемой ГБУЗ РБ Чишминская ЦРБ",,'242025000436802500100100570016202244',,,1504363.63,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН ЧИШМИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН ЧИШМИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА,23.01.2024,23.01.2024,Подача заявок,,23.01.2024,31.01.2024,
223-ФЗ,№32413203211,"Конкурс в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Оказание услуг по техническому обслуживанию системы унифицированных коммуникаций,,,1.0,Оказание услуг по техническому обслуживанию системы унифицированных коммуникаций,1608019.32,RUB,,,,,62.02.20.190: Услуги консультативные в области компьютерных технологий прочие,62.02.20.190: Услуги консультативные в области компьютерных технологий прочие,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАНЯТОСТИ НАСЕЛЕНИЯ САНКТ-ПЕТЕРБУРГА""",,23.01.2024,23.01.2024,Подача заявок,,23.01.2024,31.01.2024,
223-ФЗ,№32413203193,"Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Оказание комплексной услуги по разработке медиакита (консультационные услуги / разработка медиакита),,,1.0,Оказание комплексной услуги по разработке медиакита (консультационные услуги / разработка медиакита),400000.0,RUB,,,,,63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий,63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ВОЛГОГРАДСКОЙ ОБЛАСТИ ""МОЙ БИЗНЕС""",,23.01.2024,23.01.2024,Подача заявок,,23.01.2024,31.01.2024,
44-ФЗ,№0302300033424000001,Запрос котировок в электронной форме,Оказание услуг по информационному сопровождению справочной правовой системы,,'243030622888403060100100030016203244',,,264600.0,RUB,,,,,62.03.12.130: Услуги по сопровождению компьютерных систем,62.03.12.130: Услуги по сопровождению компьютерных систем,"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ХОЗЯЙСТВЕННО-ТРАНСПОРТНЫЙ ОТДЕЛ"" АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ЗАИГРАЕВСКИЙ РАЙОН""","МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ХОЗЯЙСТВЕННО-ТРАНСПОРТНЫЙ ОТДЕЛ"" АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ЗАИГРАЕВСКИЙ РАЙОН""",23.01.2024,23.01.2024,Подача заявок,,23.01.2024,30.01.2024,
223-ФЗ,№32413192991,"Конкурс в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства","Открытый конкурс №1 в электронной форме среди субъектов малого и среднего предпринимательства на право заключения договора на оказание услуг по мониторингу транспортных средств и сервисно-техническому обслуживанию, для нужд ООО «Волжские коммунальные системы»",,,1.0,Оказание услуг по мониторингу транспортных средств и сервисно-техническому обслуживанию,690900.0,RUB,,,,,63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя,63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛЖСКИЕ КОММУНАЛЬНЫЕ СИСТЕМЫ""",,18.01.2024,23.01.2024,Работа комиссии,,18.01.2024,29.01.2024,
44-ФЗ,№0161300002724000001,Электронный аукцион,"Публикация материалов в средствах массовой информации МО ""Томаринский городской округ""",,'243651600557165160100100020016391244',,,2000000.0,RUB,,,,,"63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям","63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям","АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ТОМАРИНСКИЙ ГОРОДСКОЙ ОКРУГ"" САХАЛИНСКОЙ ОБЛАСТИ","АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ТОМАРИНСКИЙ ГОРОДСКОЙ ОКРУГ"" САХАЛИНСКОЙ ОБЛАСТИ",23.01.2024,23.01.2024,Подача заявок,Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ,23.01.2024,31.01.2024,
223-ФЗ,№32413202913,"Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Оказание информационных услуг по сопровождению имеющейся справочной правовой системы ,,,1.0,Оказание информационных услуг по сопровождению имеющейся справочной правовой системы ,183000.0,RUB,,,,,62.03.12.130: Услуги по сопровождению компьютерных систем,62.03.12.130: Услуги по сопровождению компьютерных систем,"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ ТАТАРСТАН ""ЭЛЕКТРИЧЕСКИЕ СЕТИ""",,23.01.2024,23.01.2024,Подача заявок,,23.01.2024,31.01.2024,
44-ФЗ,№0318200078424000017,Электронный аукцион,Оказание услуг по продлению сертификатов технической поддержки,,'242232800653623280100100130010000244',,,490155.0,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СПЕЦИАЛИЗИРОВАННАЯ ПСИХОНЕВРОЛОГИЧЕСКАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СПЕЦИАЛИЗИРОВАННАЯ ПСИХОНЕВРОЛОГИЧЕСКАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",22.01.2024,23.01.2024,Подача заявок,,,31.01.2024,
44-ФЗ,№0345300046724000008,Запрос котировок в электронной форме,"Оказание услуг по предоставлению права использования программы для ЭВМ, предназначенной для взаимодействия Заказчика с Удостоверяющим центром",,'242471201725947120100100490016203244',,,237500.0,RUB,,,,,"62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки","62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ПРИОЗЕРСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ПРИОЗЕРСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА""",23.01.2024,23.01.2024,Подача заявок,,23.01.2024,30.01.2024,
44-ФЗ,№0124200000624000093,Электронный аукцион,"Оказание услуг по сопровождению, техническому, информационному и консультационному обслуживанию информационной системы ""Школа"" (ИС ""Школа""), её модулей и компонентов",,'242290111828029010100100010016203244',,,24208332.75,RUB,,,,,62.03.12.130: Услуги по сопровождению компьютерных систем,62.03.12.130: Услуги по сопровождению компьютерных систем,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""АРХАНГЕЛЬСКИЙ ТЕЛЕКОММУНИКАЦИОННЫЙ ЦЕНТР""",КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ,23.01.2024,23.01.2024,Подача заявок,,23.01.2024,31.01.2024,
44-ФЗ,№0318200015824000001,Запрос котировок в электронной форме,Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»,,'242232901849223290100100200016202244',,,48270.0,RUB,,,,,62.02.3: Услуги по технической поддержке информационных технологий,62.02.30.000-00000001: Услуги по технической поддержке информационных технологий,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ГУЛЬКЕВИЧСКАЯ ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ УЧРЕЖДЕНИЙ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ""","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ГУЛЬКЕВИЧСКАЯ ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ УЧРЕЖДЕНИЙ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ""",23.01.2024,23.01.2024,Подача заявок,Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ,23.01.2024,30.01.2024,
44-ФЗ,№0124200000624000095,Электронный аукцион,"Оказание услуг по предоставлению простого (неисключительного) права на получение обновлений, эксплуатируемого программного продукта «Медицинская Информационная Система «Комплекс Программных Средств «Система Автоматизации Медико-Страхового Обслуживания Населения» «САМСОН»",,'242292100838129210100100020010000244',,,751600.0,RUB,,,,,58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 62.02.30.000: Услуги по технической поддержке информационных технологий,58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 62.02.30.000: Услуги по технической поддержке информационных технологий,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""АРХАНГЕЛЬСКАЯ КЛИНИЧЕСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА""",КОНТРАКТНОЕ АГЕНТСТВО АРХАНГЕЛЬСКОЙ ОБЛАСТИ,23.01.2024,23.01.2024,Подача заявок,Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ,23.01.2024,31.01.2024,
44-ФЗ,№0225100000224000001,Запрос котировок в электронной форме,"Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения",,'242301500933030150100100030016203244',,,349690.0,RUB,,,,,62.03.12.130: Услуги по сопровождению компьютерных систем,62.03.12.130: Услуги по сопровождению компьютерных систем,ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ АСТРАХАНСКОЙ ОБЛАСТИ,ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ АСТРАХАНСКОЙ ОБЛАСТИ,23.01.2024,23.01.2024,Подача заявок,Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ,23.01.2024,30.01.2024,
44-ФЗ,№0157300007024000001,Электронный аукцион,"Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в Администрации Палкинского района, на 2024 год.",,'243601400073160140100100070016203242',,,124559.4,RUB,,,,,62.03.12.130: Услуги по сопровождению компьютерных систем,62.03.12.130: Услуги по сопровождению компьютерных систем,АДМИНИСТРАЦИЯ ПАЛКИНСКОГО РАЙОНА,АДМИНИСТРАЦИЯ ПАЛКИНСКОГО РАЙОНА,23.01.2024,23.01.2024,Подача заявок,Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ,23.01.2024,06.02.2024,
44-ФЗ,№0372200176424000004,Электронный аукцион,"Оказание информационно-консультационных услуг по теме «Бюджетный (бухгалтерский) учет в казенных, автономных, бюджетных учреждениях. Актуальное в налоговом, трудовом законодательстве для государственных (муниципальных) учреждений» в 2024 году, в форме однодневных семинаров",,'242782002042378200100100010050000000',,,229999.8,RUB,,,,,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЦЕНТР ДЛЯ ДЕТЕЙ-СИРОТ И ДЕТЕЙ, ОСТАВШИХСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ ""ЦЕНТР СОДЕЙСТВИЯ СЕМЕЙНОМУ ВОСПИТАНИЮ № 14""","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЦЕНТР ДЛЯ ДЕТЕЙ-СИРОТ И ДЕТЕЙ, ОСТАВШИХСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ ""ЦЕНТР СОДЕЙСТВИЯ СЕМЕЙНОМУ ВОСПИТАНИЮ № 14""",23.01.2024,23.01.2024,Подача заявок,Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ,23.01.2024,31.01.2024,
44-ФЗ,№0340100021424000001,Электронный аукцион,Услуги по сопровождению ЭПС «Система ГАРАНТ» (в сфере ИКТ),,'241434529432743450100100080236203242',,,270753.3,RUB,,,,,62.03.12.130: Услуги по сопровождению компьютерных систем,62.03.12.130: Услуги по сопровождению компьютерных систем,СЛЕДСТВЕННОЕ УПРАВЛЕНИЕ СЛЕДСТВЕННОГО КОМИТЕТА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КИРОВСКОЙ ОБЛАСТИ,СЛЕДСТВЕННОЕ УПРАВЛЕНИЕ СЛЕДСТВЕННОГО КОМИТЕТА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КИРОВСКОЙ ОБЛАСТИ,23.01.2024,23.01.2024,Подача заявок,Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ,23.01.2024,31.01.2024,
223-ФЗ,№32413202764,"Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства","Оказание  услуг по сопровождению компьютерных систем (закупка программного сопровождения 1С), для нужд АО «Орелоблэнерго»",,,1.0,"Оказание  услуг по сопровождению компьютерных систем (закупка программного сопровождения 1С), для нужд АО «Орелоблэнерго»",764600.0,RUB,,,,,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОРЕЛОБЛЭНЕРГО""",,23.01.2024,23.01.2024,Подача заявок,,23.01.2024,31.01.2024,
44-ФЗ,№0333200014024000005,Запрос котировок в электронной форме,"Оказание услуг по техническому обслуживанию, поддержке и сопровождению Системы-112 Ивановской области",,'242370206566037020100100170016399244',,,5404837.6,RUB,,,,,"63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки","63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки","ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ ЗАЩИТЫ НАСЕЛЕНИЯ И ПОЖАРНОЙ БЕЗОПАСНОСТИ ИВАНОВСКОЙ ОБЛАСТИ""","ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ ЗАЩИТЫ НАСЕЛЕНИЯ И ПОЖАРНОЙ БЕЗОПАСНОСТИ ИВАНОВСКОЙ ОБЛАСТИ""",23.01.2024,23.01.2024,Подача заявок,,23.01.2024,30.01.2024,
44-ФЗ,№0169300005924000002,Электронный аукцион,"Оказание услуг по сопровождению автоматизированной системы ""АЦК-Финансы"", установленной в Финансовом управлении администрации Ашинского муниципального района в 2024 году",,'243740100180874570100100030016202244',,,2203644.0,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,ФИНАНСОВОЕ УПРАВЛЕНИЕ АДМИНИСТРАЦИИ АШИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,ФИНАНСОВОЕ УПРАВЛЕНИЕ АДМИНИСТРАЦИИ АШИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,23.01.2024,23.01.2024,Подача заявок,,23.01.2024,31.01.2024,
44-ФЗ,№0380300033924000004,Электронный аукцион,"Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс",,'243190500822319050100100070026202244',,,331460.0,RUB,,,,,62.02.20.190: Услуги консультативные в области компьютерных технологий прочие,62.02.20.190: Услуги консультативные в области компьютерных технологий прочие,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ОБРАЗОВАНИЯ АДМИНИСТРАЦИИ АСКИЗСКОГО РАЙОНА""","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ОБРАЗОВАНИЯ АДМИНИСТРАЦИИ АСКИЗСКОГО РАЙОНА""",23.01.2024,23.01.2024,Подача заявок,Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ,23.01.2024,01.02.2024,
44-ФЗ,№0134300078924000001,Электронный аукцион,"Оказание услуг по сопровождению электронного периодического справочника ""Система Гарант""",,'243381901592938510100100010016209242',,,117107.98,RUB,,,,,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",АДМИНИСТРАЦИЯ ТАЙТУРСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ УСОЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ИРКУТСКОЙ ОБЛАСТИ,АДМИНИСТРАЦИЯ ТАЙТУРСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ УСОЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ИРКУТСКОЙ ОБЛАСТИ,23.01.2024,23.01.2024,Подача заявок,,23.01.2024,31.01.2024,
44-ФЗ,№0821200000524000003,Электронный аукцион,"Сопровождение программного продукта ""Эконом-Эксперт. Договоры"" 1 год",,'242262701305926270100100050016201244',,,54966.67,RUB,,,,,62.01.29.000: Оригиналы программного обеспечения прочие,62.01.29.000: Оригиналы программного обеспечения прочие,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""КРАЕВОЙ СПЕЦИАЛИЗИРОВАННЫЙ ЦЕНТР ПАТОЛОГИИ РЕЧИ И НЕЙРОРЕАБИЛИТАЦИИ ДЛЯ ДЕТЕЙ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""КРАЕВОЙ СПЕЦИАЛИЗИРОВАННЫЙ ЦЕНТР ПАТОЛОГИИ РЕЧИ И НЕЙРОРЕАБИЛИТАЦИИ ДЛЯ ДЕТЕЙ""",23.01.2024,23.01.2024,Подача заявок,Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ,23.01.2024,31.01.2024,
223-ФЗ,№32413202545,Прочие,Комплексное обслуживание ИТ-инфраструктуры,,,1.0,Комплексное обслуживание ИТ-инфраструктуры,235689.63,RUB,,,,,62.02.30: Услуги по технической поддержке информационных технологий,62.02.30: Услуги по технической поддержке информационных технологий,"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА СТАВРОПОЛЯ ""ЗЕМЕЛЬНАЯ ПАЛАТА""",,23.01.2024,23.01.2024,Подача заявок,,23.01.2024,02.02.2024,
223-ФЗ,№32413202309,"Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Право заключения договора на оказание услуг по адаптации и сопровождению справочно-правовой системы «КонсультантПлюс» для нужд филиала «АтомЭнергоСбыт» Хакасия Общества с ограниченной ответственностью «АтомЭнергоСбыт Бизнес»,,,1.0,Право заключения договора на оказание услуг по адаптации и сопровождению справочно-правовой системы «КонсультантПлюс» для нужд филиала «АтомЭнергоСбыт» Хакасия Общества с ограниченной ответственностью «АтомЭнергоСбыт Бизнес»,2692412.91,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТОМЭНЕРГОСБЫТ БИЗНЕС""",,23.01.2024,23.01.2024,Подача заявок,,23.01.2024,31.01.2024,
44-ФЗ,№0372200278524000003,Электронный аукцион,Оказание услуг по предоставлению сертификата на техническую поддержку компьютерного программного обеспечения для государственных нужд Санкт-Петербурга,,'242784244461078420100100370016202242',,,7500000.0,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ И СВЯЗИ""","САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ И СВЯЗИ""",22.01.2024,22.01.2024,Подача заявок,,22.01.2024,30.01.2024,
44-ФЗ,№0318300272524000015,Электронный аукцион,Оказание услуг по обеспечению продления сервисных сертификатов производителей на имеющиеся средства криптографической защиты и системы обнаружения вторжений,,'242231700080723170100100570016202244',,,397907.59,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КРАЕВАЯ БОЛЬНИЦА № 4"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КРАЕВАЯ БОЛЬНИЦА № 4"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",22.01.2024,22.01.2024,Подача заявок,,22.01.2024,30.01.2024,
44-ФЗ,№0318300272524000014,Электронный аукцион,Оказание услуг по передаче сертификата на оказание услуг по мониторингу событий информационной безопасности объектов ЗСПД и комплексному техническому сопровождению СОИБ,,'242231700080723170100100560016202244',,,598075.28,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КРАЕВАЯ БОЛЬНИЦА № 4"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КРАЕВАЯ БОЛЬНИЦА № 4"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",22.01.2024,22.01.2024,Подача заявок,,22.01.2024,30.01.2024,
44-ФЗ,№0345300019424000008,Электронный аукцион,Оказание услуг по комплексному информационно-техническому сопровождению программных продуктов на 2024 год,,'242470100157847150100100050016203244',,,420000.0,RUB,,,,,62.03.12.130: Услуги по сопровождению компьютерных систем,62.03.12.130: Услуги по сопровождению компьютерных систем,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""БОКСИТОГОРСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""БОКСИТОГОРСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА""",22.01.2024,22.01.2024,Подача заявок,Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ,22.01.2024,30.01.2024,
223-ФЗ,№32413200265,"Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства","Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс",,,1.0,"Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс",234264.0,RUB,,,,,62.03.12.130: Услуги по сопровождению компьютерных систем,62.03.12.130: Услуги по сопровождению компьютерных систем,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ ТЫВА ""РЕСПУБЛИКАНСКИЙ КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР""",,22.01.2024,22.01.2024,Работа комиссии,,22.01.2024,29.01.2024,
