ord_id,ord_no,ord_title,preds,score
1812,372100043924000002,Поставка книжной продукции для нужд ФГБОУ ВО СПбГУ ГА им. А.А. Новикова,0,0.99823
1813,338500000124000002,Услуги по предоставлению прав на использование модулей комплекса межсетевого экранирования UserGate на условиях простых (неисключительных) лицензий,0,0.99946
1814,324100001124000076,Оказание услуг по предоставлению продления неисключительных (пользовательских) прав на использование программы для ЭВМ «Программа когнитивной реабилитации «Нейроника»,0,0.99949
1815,368300000124000357,Поставка учебников,0,0.99878
1816,158100008024000004,Закупка знаков почтовой оплаты,0,0.99905
1817,108500000424000702,Оказание услуг по предоставлению неисключительных прав на использование программного обеспечения корпоративной системы электронного документооборота DIRECTUM,0,0.99947
1818,121600003824000037,"Оказание услуг по предоставлению (передаче) неисключительных прав (лицензий) на право использования СКЗИ ""КриптоПро CSP"" версии 5.0 на одном рабочем месте (годовая)",0,0.99947
1819,168300013024000073,Поставка учебников,0,0.99878
1820,862300034224000009,"Предоставление неисключительных прав на использование программы для ЭВМ ""WEB-Торги-СК""",0,0.99947
2361,322200015624000003,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, включая специальную копию Систем",0,0.99947
1821,334100010624000044,"Оказание услуг по предоставлению простой (неисключительной) лицензии на использование програмного продукта, а также услуги по его внедрению и информационно-технологическому сопровождению",0,0.99945
1822,321100015124000007,Приобретение знаков почтовой оплаты (марки),0,0.99879
1823,372200169424000008,Поставка словарей и сборников задач для нужд ГБОУ школа № 594 Московского района Санкт-Петербурга в 2024 году,0,0.99906
1824,369100008524000055,Оказание услуги на продление неисключительных прав использования: Корпоративной справочно-образовательной платформы «Актион 360. Цифровая медицина».,0,0.99949
1826,833600000824000071,Выполнение работ по информационно-техническому сопровождению Автоматизированной информационной системы Ивановского городского комитета по управлению имуществом,1,0.99747
1827,317300301924000027,Оказание услуг по передаче неисключительных лицензионных прав на использование программного обеспечения (СКЗИ),0,0.99948
1828,163200000324000289,0113 КР Выполнение работ по модернизации государственной информационной системы,1,0.98356
1830,820500000824000226,Оказание услуг технической поддержке компонентов централизованных сервисов Региональной интегрированной информационной системы в сфере здравоохранения Приморского края,0,0.99883
1831,820500000824000227,Оказание услуг по сопровождению прикладного программного обеспечения информационной системы Единый сервис записи на прием к врачу,0,0.99829
1837,173100007924000003,Оказание услуг по сопровождению и технической поддержке автоматизированного программного комплекса сводной отчетности ФСИН России в 2024 году,0,0.99941
1832,891200000624000407,"Оказание услуг по сопровождению программного обеспечения автоматизированной системы «Адресная социальная помощь», программного комплекса «Интеграция с системой межведомственного взаимодействия» и программного комплекса «Интеграция с ПГУ» (00000471-ЭА)",0,0.9994
1833,162200011824000144,Услуги по комплексному информационно-технологическому сопровождению программного комплекса ГБУЗ СО «ССМП» на платформе 1С 8.3,0,0.99945
1834,821300033024000005,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс",0,0.99945
1835,136500001124000207,"Оказание услуг по сопровождению информационных систем (подсистем) и их частей, входящих в состав государственной информационной системы управления государственными и муниципальными финансами Тверской области и реализующих ее отдельные задачи по автоматизации бюджетного процесса Тверской области",0,0.99595
1836,173100007924000004,Оказание услуг по обеспечению бесперебойной работы и технической поддержке информационной системы «Автоматизированная система управления бюджетными средствами» Федеральной службы исполнения наказаний в 2024 году,0,0.99864
1838,173100007924000006,Оказание услуг по сопровождению комплексной автоматизированной системы управления финансово-хозяйственной деятельностью для нужд центрального аппарата ФСИН России в 2024 году,0,0.99924
1839,869200000224000484,Оказание услуг в области технической защиты информации (комплексная техническая поддержка средств защиты информации аттестованной информационной системы персональных данных),0,0.9993
1840,744200000224000407,Оказание услуг по сопровождению региональной информационной системы в сфере образования Курской области,0,0.99549
1841,122100002624000012,Выполнение работ по техническому сопровождению и восстановлению работоспособности территориальной системы мониторинга за состоянием защиты населения,0,0.99895
1842,372200253224000002,Оказание услуг по адаптации и сопровождению Системы КонсультантПлюс 2024,0,0.99947
1843,122200002524000264,Передача неисключительного права на использование программного средства антивирусной защиты,0,0.99948
1844,372100033024000002,Обслуживание комплексной автоматизированной музейной информационной системы КАМИС,0,0.98718
1845,119200000124000734,"ЭА-№-41/24 «Услуги по сопровождению Электронного периодического справочника ""Система ГАРАНТ""»",0,0.99932
1846,145300018624000004,"Оказание услуг по техническому обслуживанию информационных систем, компьютеров и локальной сети администрации Синявинского городского поселения Кировского муниципального района Ленинградской области",0,0.99686
1847,372100003424000027,Предоставление права использования программы для ЭВМ на условиях простой (неисключительной) лицензии,0,0.99948
1848,322300058924000006,Оказание услуг по адаптации прикладного программного обеспечения (программ для ЭВМ) для подключения лабораторного оборудования к компоненту «Лабораторная информационная система (ЛИС)» медицинской информационной системы «БАРС. Здравоохранение – МИС» для нужд КГБУЗ «Городская больница» имени А.В. Шульмана,0,0.99939
1849,372200263124000002,Оказание услуг по адаптации и сопровождению экземпляров Систем Консультант Плюс на основе специального лицензионного программного обеспечения в 2024 году,0,0.99947
1850,373500001524000001,Поставка сертификата на техническую поддержку программно-технических средств для организации автоматизированного учета имущества ЭРФИД,0,0.99947
1851,860200000824000260,"Cистемно-техническое обслуживание и обеспечение функционирования подсистем Региональной государственной информационной системы в сфере здравоохранения Саратовской области (РГИСЗ СО), консультационные услуги по сопровождению работы подсистем РГИСЗ СО",0,0.96446
1852,860200000824000257,Оказание услуг по сопровождению программного обеспечения Медицинской информационной системы Государственная информационная система в сфере здравоохранения Саратовской области «ГИСЗ Саратовской области» («МИС ГИСЗ СО») и консультационной поддержке работы пользователей,0,0.99937
1865,358200040624000002,Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс,0,0.99947
1853,806500000224000064,"Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс:  (в том числе установленной на электронном устройстве заказчика специальной копией Системы КонсультантПлюс, дающей возможность в любое время пользоваться минимально необходимым объёмом правовой информации) для нужд  Государственное бюджетное учреждение Республики Карелия «Центр государственной кадастровой оценки» (ГБУ РК «Центр ГКО»)",0,0.99949
1854,860200000824000261,Оказание услуг по программной системе управления доступом к информационным ресурсам,0,0.99936
1855,187300012824000028,Оказание услуг по адаптации и сопровождению экземпляров Систем «КонсультантПлюс».,0,0.99948
1856,184200000624000103,"Оказание услуг по сопровождению объектов мониторинга в системе мониторинга транспорта ""Пилот""",0,0.99948
1868,369300008424000028,"Услуги по сопровождению автоматизированной системы ""АЦК-Финансы""",0,0.99941
1857,815500000524000693,"Оказание услуг по масштабированию лабораторной информационной системы, внедрению и развитию интеграционных механизмов между ЛИС «АЛИСА» и РМИС Чувашии",0,0.97905
1858,129200005324000203,"Оказание услуг по сопровождению цифровой платформы развития механизмов социального взаимодействия граждан с органами исполнительной власти Волгоградской области, органами местного самоуправления муниципальных образований Волгоградской области",0,0.92687
1859,816500000624000453,"Оказание услуг по сопровождению, технической поддержке и сервисному обслуживанию программного продукта «Катарсис»",0,0.99947
1860,860200000824000267,"Системно-техническое обслуживание и обеспечение функционирования кадровой подсистемы Региональной государственной информационной системы в сфере здравоохранения Саратовской области (РГИСЗ СО), консультационная поддержка и сопровождение работы пользователей в кадровой подсистеме РГИСЗ СО",0,0.99333
1861,816500000624000462,Оказание услуг по технической поддержке модуля АМИРС для судебных участков РС(Я),0,0.99943
1862,744200000224000413,"Оказание услуг по сопровождению, технической поддержке и сервисному обслуживанию программных продуктов «Катарсис» для ОКУ «ЦЗН Курской области» в 2024 г.",0,0.99937
1863,142200001324001032,Оказание услуг по сопровождению программного обеспечения АИС «ИМЦ: Комплексная автоматизация бюджетного учреждения» для Государственного бюджетного учреждения здравоохранения Самарской области «Самарская городская станция скорой медицинской помощи»,0,0.99946
1864,318300194524000003,Оказание услуг по поставке сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»,0,0.99948
1866,358300284324000004,Осуществление закупки услуги по сопровождению программного комплекса для нужд ГБУ РО «ЦРБ» в Азовском районе,0,0.99605
1867,380200000124000207,Оказание услуг по техническому сопровождению программного обеспечения ViPNet,0,0.99949
1869,372200227424000004,Оказание услуг по сопровождению сегмента Единой системы электронного документооборота и делопроизводства исполнительных органов государственной власти Санкт-Петербурга,0,0.99937
1870,332100025124000038,"Оказание услуг по техническому обслуживанию и сервисному сопровождению медицинской информационной системы, установленной в ФГБУЗ КБ № 50 ФМБА России.",0,0.99925
1871,362200052724000001,Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс,0,0.99947
1872,372200045024000020,Предоставление неисключительного права использования электронных Баз данных (простая неисключительная лицензия),0,0.99947
1873,118200004724000002,Услуги по адаптации и сопровождению установленных у заказчика экземпляров Систем КонсультантПлюс,0,0.99947
1874,302300029924000018,Сервисное и информационно - техническое обслуживание навигационного оборудования Глонасс на автотранспорте ЦРБ,0,0.99945
1875,318300027224000002,Оказание услуг по модернизации программной инфраструктуры автоматизации медицинской и административной деятельности при осуществлении лечебно-диагностических процессов,0,0.99945
1876,318300048424000006,"Оказание услуг по передаче неисключительных прав 
на использование (продление) лицензии антивирусного 
программного обеспечения Kaspersky",0,0.99948
1877,129300023124000002,Адаптация и сопровождения экземпляров систем КонсультантПлюс,0,0.99946
1878,128200000124000260,Услуги по сопровождению программного обеспечения для автоматизации функций тарифного регулирования на территории Владимирской области.,0,0.99448
1879,131300000624000041,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс",0,0.99946
1880,162300005324000103,"Оказание услуги по сопровождению автоматизированной информационной системы ""Улично-дорожная сеть 2.0""",0,0.99942
1881,744200000224000404,"Оказание услуг по адаптации и сопровождению с использованием экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в ОКУ ""АСС КУРСКОЙ ОБЛАСТИ"" экземплярами Систем КонсультантПлюс ( в том числе специальной копией системы КонсультантПлюс) для нужд ОКУ ""АСС КУРСКОЙ ОБЛАСТИ""",0,0.99948
1882,319300380124000030,"Оказание услуг по сопровождению программного обеспечения медицинской информационной системы ""Программный комплекс ""Госпиталь"", эксплуатируемого в системе здравоохранения Красноярского края",0,0.99797
1883,352200011824000003,"Оказание услуг по информационно-консультативному сопровождению и модификации программного продукта ""ПАРУС-Бюджет 7"" (Реестровый номер 2024.000691)",0,0.99944
1912,369200018324000016,Электронная система,1,0.99363
1884,362200068824000002,"Оказание услуг по обеспечению работоспособности лабораторной информационной системы (ЛИС), оказывая техническую поддержку лабораторной информационной системы (ЛИС) и сотрудникам учреждения",0,0.77073
1885,164300016524000018,"Услуги по обслуживанию, сопровождению и адаптации программного продукта ""Парус-Бюджет 8SE""",0,0.99942
1886,875300050724000001,"Оказание услуг по технической поддержке СПО ""ИСТОК-СМ""",0,0.99944
1887,366100007424000001,"Услуги по поставке, адаптации и сопровождению экземпляров Систем КонсультантПлюс",0,0.99945
1888,372200086624000001,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс в 2024 году для ГБУ ДО ДДЮТ Красногвардейского района Санкт-Петербурга ""На Ленской"" для нужд Санкт-Петербурга в 2024 году",0,0.99944
1889,318300169224000019,"Поставка простой (неисключительной) лицензии, обеспечивающей продление техподдержки и обновление антивирусных баз антивирусного продукта «Kaspersky Endpoint Security для бизнеса – Стандартный Russian Edition», установленного в ГБУЗ ""Приморско-Ахтарская ЦРБ им. Кравченко Н.Г."" МЗ КК",0,0.99947
1890,744200000224000414,Предоставление неисключительных прав на использование по 31.12.2024 г. имеющегося в распоряжении программного комплекса «Катарсис» версии 8 для автоматизации функций в сфере занятости населения в деятельности учреждений службы занятости населения Курской области,0,0.99947
1891,371300045624000017,Оказание услуг по программным продуктам 1С  для нужд ГУЗ ЯО Ярославская ЦРБ,0,0.99947
1892,190300003724000044,на продление сертификата технической поддержки системы РЕД Виртуализация,0,0.99946
1893,302100004724000002,Оказание услуг по адаптации и сопровождению справочно-правовых систем КонсультантПлюс,0,0.99947
1894,806500000224000061,"Оказание услуг в области шифрования информации, технического обслуживания шифровальных (криптографических) средств, технического обслуживания сертифицированных средств защиты информации, не содержащей сведений, составляющих государственную тайну (в сфере ИКТ в соответствии с НПА).",0,0.99938
1895,373100063324000001,Оказание услуг по эксплуатации и обеспечению функционирования Системы резервирования даты и времени в целях пересечения государственной границы Российской Федерации на подъездных участках автомобильных дорог к автомобильным пунктам пропуска через государственную границу Российской Федерации,0,0.99327
1896,157300008324000003,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в Администрации Пустошкинского района экземплярами систем КонсультантПлюс на 2024 год",0,0.99947
1897,304100006224000001,Оказание услуг по продлению прав на программные средства антивирусной защиты на базе программного обеспечения Kaspersky Endpoint Security (простые/неисключительные лицензии),0,0.99948
1898,318300119424000017,Оказание услуг по безлимитному информационно-технологическому и методическому сопровождению и адаптации АИС на технологической платформе «1С:Предприятие» включая криптографическую защиту информации с использованием шифрования и электронных подписей,0,0.99947
1924,302200006424000002,Оказание услуг по сопровождению электронного периодического справочника «Система ГАРАНТ»,0,0.99948
1899,190300005124000053,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, установленных в Управлении жизнеобеспечения села Красноселькуп.",0,0.99948
1900,348100024424000004,"Оказание услуг по информационно-технологическому и консультационному сопровождению в сфере ИКТ, для нужд ГКУ МО ""ЦЗН МО"", в 2024 году.",0,0.99922
1901,318300469524000015,"Услуги по сопровождению Электронного периодического справочника «Система ГАРАНТ», содержащего информацию о текущем состоянии законодательства Российской Федерации, путем предоставления текущих версий комплекта ЭПС «Система ГАРАНТ»",0,0.99942
1902,358200033924000013,"Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс).",0,0.99948
1903,318300541324000025,"Оказание услуг по поставке сертификата на техническую поддержку программного продукта ""Парус-Бюджет 8"" на второе полугодие 2024 года",0,0.99948
1904,280100000124000001,Оказание услуг по продлению сертификатов активации сервиса технического сопровождения продуктов ViPNet на срок 1 год (Расширенный) сети Территориального фонда обязательного медицинского страхования Республики Хакасия (ViPNet-сеть № 609),0,0.99943
1905,818500006124000008,Предоставление права использования и абонентское обслуживание Системы «Контур.Экстерн»,0,0.99946
1906,132300007224000005,Оказание услуг по технической поддержке программного обеспечения системы защиты информации от несанкционированного доступа для нужд Администрации города Сарова,0,0.99939
1907,190300001324000040,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс",0,0.99945
1908,175300037424000001,"Оказание услуг по адаптации и сопровождению с использованием экземпляров Системы ""Консультант плюс"" Онлайн версии в сети интернет",0,0.99947
2052,103200008424000160,Услуги по сопровождению справочно-правовых систем Консультант Плюс,0,0.99947
1909,377300028724000024,Оказание услуг по обновлению программного комплекса (продлению лицензии на использование ПК «РИК» «Проф»(далее - ПК «РИК»),0,0.9994
1910,373200053624000064,"Электронный аукцион на право заключения контракта на оказание услуг по комплексному и техническому обслуживанию Лабораторной информационной системы ""АЛИСА"" для нужд ГБУЗ ИКБ № 2 ДЗМ в 2024 г.",0,0.99939
1911,379300002724000009,Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ»,0,0.99948
1913,348200049724000010,Оказание услуг по предоставлению лицензий сметно-правовой базы ПК «РИК»,0,0.99946
1914,116300005224000006,"Предоставление услуг по сопровождению программного комплекса Свод-СМАРТ, Бюджет-СМАРТ с предоставлением неисключительных (пользовательских) прав на использование программ для ЭВМ",0,0.99948
7001,323200025424000003,Услуги по консультационно-технологическому сопровождению программных продуктов«1С:Зарплата и кадры государственного учреждения 8» (1С: ЗКГУ).,0,0.99948
1916,157300025224000048,услуги  по сопровождению компьютерных систем,0,0.99924
1917,134200000824000003,Оказание услуг по технической поддержке и сопровождению программного обеспечения защищенной виртуальной сети № 1166,0,0.99948
1918,816500000624000484,Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения,0,0.99946
1925,352200005724000001,"Оказание услуг по сопровождению, технической поддержке и сервисному обслуживанию государственной информационной системы Омской области «Катарсис» (Реестровый номер 2024.009100)",0,0.99848
7729,372200107323000150,Передача неисключительных прав на систему антивирусной защиты для СПб ГБУЗ «Городская поликлиника №43» в 2024 году,0,0.99949
1919,859300019624000041,"Оказание услуг по переводу автоматизированной системы бухгалтерского (бюджетного), налогового и кадрового учета, а также расчета заработной платы, с решения на основе программного продукта «Парус» на решения посредством программных продуктов  «1С:Бухгалтерия государственного учреждения 8»,  «1С:Зарплата и кадры государственного учреждения 8»",0,0.99946
1920,318300028424000011,Сопровождение системы электронного документооборота в администрации муниципального образования Динской район,0,0.99906
1921,891200000624000391,Оказание услуг по сопровождению программного комплекса КИС СМП (Координационно-информационной системы скорой медицинской помощи) (00000511-ЭА),0,0.99937
1922,172100006824000003,Оказание услуг по адаптации и сопровождению справочно-правовой Системы Консультант Плюс,0,0.99948
1923,848300057724000007,"Оказание услуг по расширению функционала, наполнению и обновлению базы данных программного комплекса МИАС Волоколамского городского округа Московской области",0,0.99781
1927,304300068224000001,"Оказание услуг по техническому сопровождению при эксплуатации специального программного обеспечения информационной системы, выполняющей функции региональной государственной информационной системы в сфере здравоохранения",0,0.99754
1928,177200000924000124,Оказание услуг по сопровождению конфигураций разработанных на платформе 1С: Предприятие 8,0,0.99948
1929,161100002324000007,"Оказание услуг по обслуживанию лицензионного программного продукта ""1С:Бухгалтерия государственного учреждения 8"" и ""1С:Зарплата и кадры бюджетного учреждения 8""",0,0.99947
1930,322300058924000005,Передача неисключительного права на использование антивирусного программного обеспечения,0,0.99948
1931,891200000624000390,Оказание услуг по обслуживанию инфраструктуры Регионального сегмента Единой государственной информационной системы здравоохранения Забайкальского края в составе защищенной сети передачи данных и компонентов интеграционной шины (00000514-ЭА),0,0.99881
1934,114300001924000003,"Оказание услуг электронного документооборота ""Практика""",0,0.99948
1935,821500000524000007,"Продление на 1 год технической поддержки и обновление имеющегося программного комплекса ""Титул-2005""",0,0.9994
1936,190300001324000041,Оказание услуг по предоставлению комплекта ЭПС «Система ГАРАНТ»,0,0.99949
1937,318200026824000001,Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»,0,0.99949
1938,138200002924000002,Оказание услуг по сопровождению и технической поддержке автоматизированной информационной системы обеспечения законодательной деятельности Законодательного Собрания Камчатского края,0,0.99843
1939,323400000424000002,"Предоставление права на использование обновлений версий ПК ""ГРАНД-Смета""",0,0.99942
1940,379200005124000002,Услуги по сопровождению компьютерных систем,0,0.99924
2069,322200015624000002,Оказание услуг по адаптации и сопровождению экземпляров справочно - правовой системы «Консультант Плюс»,0,0.99948
1941,311200030424000004,Оказание консультационных услуг по системному и техническому администрированию,0,0.99807
1942,877600000424000002,Оказание услуг по информационно - техническому сопровождению автоматизированной информационной системы обеспечения градостроительной деятельности муниципального образования «Усть-Коксинский район» Республики Алтай,1,0.9897
1943,333300006124000011,Оказание услуг по абонентскому обслуживанию и технической поддержке абонентских терминалов спутниковой навигационной системы ГЛОНАСС.,0,0.99948
1944,318300526224000004,"Оказание услуг по сопровождению программных продуктов АС ""Бюджет"", АС ""УРМ"", ПО ""Сервер обмена данными"", а также дополнительных программных модулей и функциональных возможностей к этим программам",0,0.99945
1945,351300215724000018,Оказание услуги по сопровождению автоматизированной информационной системы «Подросток»,0,0.99941
1946,318200044724000001,"Справочная правовая система ""Гарант""",0,0.99946
1947,156200009924000027,"Оказание услуг по техническому сопровождению программно-аппаратного комплекса, обеспечивающего функционирование информационных систем «АЦК-Финансы», «АЦК–Планирование»",0,0.9994
1948,306300010224000008,"Оказание услуг по предоставлению неисключительных прав использования электронной базы данных (простая неисключительная лицензия) Электронной Системы «Госфинансы», версия «Плюс»",0,0.99948
1949,372200119824000012,Оказание услуг по методико-техническому сопровождению программного комплекса «Управление иммунизацией» («Электронная картотека») версии 7.0 для Санкт-Петербургскому государственному бюджетному учреждению здравоохранения «Городская поликлиника № 112»,0,0.99942
1950,318200027524000005,Оказание услуг по сопровождению медицинской информационной системы,0,0.99932
1951,816500000624000466,"Оказание услуг по информационному обслуживанию экземпляров справочно-правовой системы ""Консультант Плюс"" обеспечивающих совместимость с установленными в МТ и СР РС(Я) экземплярами ""Консультант Плюс""",0,0.99945
1952,321300018324000026,"Оказание консультационных услуг и технической поддержки пользователям комплексной системы автоматизации медицинского учреждения (КСАМУ), установленной в ГБУЗ СК «Ессентукская ГКБ»",0,0.99947
1953,302300048724000071,Актуализация схемы теплоснабжения городского округа «город Улан-Удэ» на 2025 год,0,0.99688
1954,860200000824000303,"Оказание услуг по обновлению, адаптации и сопровождению программного обеспечения подсистем медицинской информационной системы Региональной информационной системы здравоохранения Саратовской области (РГИСЗ СО)",0,0.99807
1955,860200000824000320,Оказание услуг по сопровождению ранее установленного Электронного периодического справочника «Система ГАРАНТ»,0,0.99949
2082,373100039124000001,Оказание услуг по сопровождению АС КАМИС 5,0,0.99946
1956,129200005324000224,"Выполнение работ по развитию государственной информационной системы Волгоградской области ""Региональная информационная система в сфере здравоохранения Волгоградской области"" в целях повышения эффективности ее использования",1,0.99826
