Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
223-ФЗ;№32413157110;Прочие;Сопровождение комплексных автоматизированных музейных информационных систем КАМИС5;;;1;Сопровождение комплексных автоматизированных музейных информационных систем КАМИС5;138000.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""БЕРЕЗОВСКИЙ РАЙОННЫЙ КРАЕВЕДЧЕСКИЙ МУЗЕЙ""";;09.01.2024;09.01.2024;Закупка завершена;;09.01.2024;;
223-ФЗ;№32413157875;Прочие;об оказании информационных услуг;;;1;об оказании информационных услуг;126156.00;RUB;;;;;63.11.1: Услуги по обработке данных, размещению, услуги по предоставлению приложений и прочей инфраструктуры информационных технологий, услуги, связанные с созданием и использованием баз данных и информационных ресурсов;63.11.1: Услуги по обработке данных, размещению, услуги по предоставлению приложений и прочей инфраструктуры информационных технологий, услуги, связанные с созданием и использованием баз данных и информационных ресурсов;"АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ КАРЕЛИЯ ""КАРЕЛЛЕСХОЗ""";;09.01.2024;09.01.2024;Закупка завершена;;09.01.2024;;
223-ФЗ;№32413157096;Закупка у единственного поставщика (подрядчика, исполнителя);Оказание услуг «Видеонаблюдения» отдельным видам юридических лиц;;;1;Оказание услуг «Видеонаблюдения» отдельным видам юридических лиц;370440.00;RUB;;;;;63.11.21.000: Услуги по передаче потокового видео;63.11.21.000: Услуги по передаче потокового видео;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА КОГАЛЫМА ""ЗОЛУШКА""";;09.01.2024;09.01.2024;Закупка завершена;;09.01.2024;;
44-ФЗ;№0346200018523000204;Электронный аукцион;№ 23-ЭА-204 Услуги по предоставлению сертификата активации расширенной технической поддержки, активации сервиса обновления баз решающих правил программных продуктов ViPNet ОБУ «УМФЦ Липецкой области»;;'232482305713748240100102240036202244';;;1799970.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПОЛНОМОЧЕННЫЙ МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ ЛИПЕЦКОЙ ОБЛАСТИ""";"ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПОЛНОМОЧЕННЫЙ МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ ЛИПЕЦКОЙ ОБЛАСТИ""";28.12.2023;09.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;28.12.2023;09.01.2024;
44-ФЗ;№0346200018523000203;Электронный аукцион;№ 23-ЭА-203 Услуги по предоставлению сертификата активации расширенной технической поддержки, активации сервиса обновления баз решающих правил криптозащищённой сети ViPNet ОБУ «УМФЦ Липецкой области»;;'232482305713748240100102240026202244';;;1396000.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПОЛНОМОЧЕННЫЙ МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ ЛИПЕЦКОЙ ОБЛАСТИ""";"ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПОЛНОМОЧЕННЫЙ МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ ЛИПЕЦКОЙ ОБЛАСТИ""";28.12.2023;09.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;28.12.2023;09.01.2024;
44-ФЗ;№0346200018523000202;Электронный аукцион;№ 23-ЭА-202 Услуги по предоставлению сертификата активации расширенной технической поддержки криптозащищённой сети ViPNet ОБУ «УМФЦ Липецкой области»;;'232482305713748240100102240016202244';;;2950421.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПОЛНОМОЧЕННЫЙ МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ ЛИПЕЦКОЙ ОБЛАСТИ""";"ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПОЛНОМОЧЕННЫЙ МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ ЛИПЕЦКОЙ ОБЛАСТИ""";28.12.2023;09.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;28.12.2023;09.01.2024;
223-ФЗ;№32413157467;Прочие;Поставка, адаптация и сопровождение экземпляров систем Консультантплюс;;;1;Поставка, адаптация и сопровождение экземпляров систем Консультантплюс;170100.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"УНИТАРНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ФОНД ЗАЩИТЫ ПРАВ ГРАЖДАН-УЧАСТНИКОВ ДОЛЕВОГО СТРОИТЕЛЬСТВА АСТРАХАНСКОЙ ОБЛАСТИ""";;09.01.2024;09.01.2024;Закупка завершена;;09.01.2024;;
44-ФЗ;№0372200164523000045;Электронный аукцион;"Оказание услуг по сопровождению СПС ""Консультант Плюс"" в 2024 году";;'232781106704878110100100300040000000';;;199789.92;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА № 1 НЕВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА № 1 НЕВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;21.12.2023;09.01.2024;Определение поставщика завершено;;21.12.2023;29.12.2023;
44-ФЗ;№0335100010823000115;Электронный аукцион;Оказание информационных услуг по сопровождению и обновлению ранее установленных экземпляров справочно-правовой Системы Консультант Плюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с имеющимися у заказчика экземплярами Системы Консультант Плюс для нужд УМВД России по Калининградской области;;'231390402076839060100101160016399242';;;998800.00;RUB;;;;;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;УПРАВЛЕНИЕ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КАЛИНИНГРАДСКОЙ ОБЛАСТИ;УПРАВЛЕНИЕ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КАЛИНИНГРАДСКОЙ ОБЛАСТИ;29.12.2023;09.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.12.2023;09.01.2024;
223-ФЗ;№32413157847;Прочие;"Оказание услуг по созданию системы ""ВНИРО.Контракт"" для нужд ФГБНУ ""ВНИРО"".";;;1;"Оказание услуг по созданию системы ""ВНИРО.Контракт"" для нужд ФГБНУ ""ВНИРО"".";4398964.00;RUB;;;;;62.09.20.120: Услуги по установке программного обеспечения;62.09.20.120: Услуги по установке программного обеспечения;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ РЫБНОГО ХОЗЯЙСТВА И ОКЕАНОГРАФИИ""";;09.01.2024;09.01.2024;Закупка завершена;;09.01.2024;;
223-ФЗ;№32413157809;Закупка у единственного поставщика (подрядчика, исполнителя);"Оказание услуг по сопровождению программного продукта ""1-С -Предприятие""";;;1;Оказание услуг по сопровождению программного продукта;142560.00;RUB;;;;;62.01: Продукты программные и услуги по разработке и тестированию программного обеспечения;62.01: Продукты программные и услуги по разработке и тестированию программного обеспечения;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ КАЛИНИНГРАДСКОЙ ОБЛАСТИ ПРОФЕССИОНАЛЬНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""КОЛЛЕДЖ ПРЕДПРИНИМАТЕЛЬСТВА""";;09.01.2024;09.01.2024;Закупка завершена;;09.01.2024;;
44-ФЗ;№0301300017323000029;Электронный аукцион;Оказание услуг, обеспечивающих эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан;;'232022300014902230100101280016209244';;;342104.16;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН ЗИЛАИРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН ЗИЛАИРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА;27.12.2023;09.01.2024;Определение поставщика завершено;;27.12.2023;09.01.2024;
223-ФЗ;№32413157760;Прочие;Оказание комплекса услуг по технической поддержке и обслуживанию установленного в «Санаторий «Лесная Новь» имени Ю.Ф. Янтарева» программного обеспечения «Санаториум» и «Логус»;;;1;Оказание комплекса услуг по технической поддержке и обслуживанию установленного в «Санаторий «Лесная Новь» имени Ю.Ф. Янтарева» программного обеспечения «Санаториум» и «Логус»;941844.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНАТОРИЙ ""ЛЕСНАЯ НОВЬ"" ИМЕНИ Ю.Ф. ЯНТАРЕВА""";;09.01.2024;09.01.2024;Закупка завершена;;09.01.2024;;
44-ФЗ;№0372100037423000207;Электронный аукцион;"Техническое  сопровождение  медицинской информационной  системы  ""Инфоклиника""";;'231781304741778130100104390016202244';;;866666.67;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ МОЗГА ЧЕЛОВЕКА ИМ. Н.П. БЕХТЕРЕВОЙ РОССИЙСКОЙ АКАДЕМИИ НАУК;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ МОЗГА ЧЕЛОВЕКА ИМ. Н.П. БЕХТЕРЕВОЙ РОССИЙСКОЙ АКАДЕМИИ НАУК;22.12.2023;09.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;;09.01.2024;
44-ФЗ;№0357200023623000133;Электронный аукцион;Услуги по информационно-технологическому сопровождению программных продуктов «1С» в 2024 году.;;'232602701868760270100101910016203244';;;39670.92;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПСКОВСКОЙ ОБЛАСТИ ""ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПСКОВСКОЙ ОБЛАСТИ ""ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР""";25.12.2023;09.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;25.12.2023;09.01.2024;
44-ФЗ;№0357200023623000132;Электронный аукцион;оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» (информационного продукта вычислительной техники) (далее — ЭПС «Система ГАРАНТ»), содержащей информацию о текущем состоянии законодательства Российской Федерации, путем предоставления в электронном виде по каналам связи посредством телекоммуникационной сети Интернет формируемых текущих версий специальных информационных массивов (далее — СИМ) ЭПС «Система ГАРАНТ»;;'232602701868760270100101920016203244';;;36000.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПСКОВСКОЙ ОБЛАСТИ ""ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПСКОВСКОЙ ОБЛАСТИ ""ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР""";25.12.2023;09.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;;09.01.2024;
44-ФЗ;№0387200013223000163;Электронный аукцион;Информационные услуги по сопровождению программы для ЭВМ «Контур-Персонал»;;'232861400594386140100102110010000244';;;99000.00;RUB;;;;;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""ОКТЯБРЬСКИЙ РАЙОННЫЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""ОКТЯБРЬСКИЙ РАЙОННЫЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""";22.12.2023;09.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.12.2023;09.01.2024;
44-ФЗ;№0319200065023000138;Электронный аукцион;Оказание услуг по информационно-консультационному сопровождению программного продукта «Парус-Бюджет 10» ;;'232241500190424150100102920016399244';;;240000.00;RUB;;;;;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ИЛАНСКАЯ РАЙОННАЯ БОЛЬНИЦА""";"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ИЛАНСКАЯ РАЙОННАЯ БОЛЬНИЦА""";26.12.2023;09.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;26.12.2023;09.01.2024;
44-ФЗ;№0318300599923000499;Электронный аукцион;Оказание услуг по адаптации и сопровождению экземпляров Систем Консультант Плюс, оказываемых на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем Консультант Плюс (в том числе специальной копией Системы Консультант Плюс);;'233233704360823370100105420016202244';;;275773.92;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КРЫМСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КРЫМСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";28.12.2023;09.01.2024;Определение поставщика завершено;;28.12.2023;09.01.2024;
223-ФЗ;№32413157729;Прочие;Закупка у единственного поставщика на заключение договора на оказание услуг по комплексному сопровождению и информационно-методическому обслуживанию прикладного программного комплекса «Стек-ЖКХ» г. Псков.;;;1;Оказание услуг по комплексному сопровождению и информационно-методическому обслуживанию прикладного программного комплекса Стек-ЖКХ;43200.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАСЧЕТНЫЙ ЦЕНТР ГОРОДА ПСКОВА""";;09.01.2024;09.01.2024;Закупка завершена;;09.01.2024;;
44-ФЗ;№0372200036823000015;Электронный аукцион;Оказание услуг по адаптации и сопровождению экземпляров Систем Консультант Плюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем Консультант Плюс в 2024г.;;'232782700122978430100100160016203244';;;151540.92;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ПЕДАГОГИЧЕСКОГО ОБРАЗОВАНИЯ ЦЕНТР ПОВЫШЕНИЯ КВАЛИФИКАЦИИ СПЕЦИАЛИСТОВ ""ИНФОРМАЦИОННО-МЕТОДИЧЕСКИЙ ЦЕНТР"" КУРОРТНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ПЕДАГОГИЧЕСКОГО ОБРАЗОВАНИЯ ЦЕНТР ПОВЫШЕНИЯ КВАЛИФИКАЦИИ СПЕЦИАЛИСТОВ ""ИНФОРМАЦИОННО-МЕТОДИЧЕСКИЙ ЦЕНТР"" КУРОРТНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА";20.12.2023;09.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;;29.12.2023;
44-ФЗ;№0372200167623000009;Электронный аукцион;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в ГБУ ДО СШОР №1 ЦЕНТРАЛЬНОГО РАЙОНА экземплярами Систем КонсультантПлюс (в том числе специальной копии Системы) для нужд ГБУ ДО СШОР №1 ЦЕНТРАЛЬНОГО РАЙОНА;;'232782512778778410100100190016399244';;;317520.00;RUB;;;;;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА №1 ЦЕНТРАЛЬНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА №1 ЦЕНТРАЛЬНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;21.12.2023;09.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;21.12.2023;09.01.2024;
223-ФЗ;№32413157705;Прочие;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;;;1;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;132612.00;RUB;;;;;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""КОМФОРТ""";;09.01.2024;09.01.2024;Закупка завершена;;09.01.2024;;
44-ФЗ;№0301200042323000417;Электронный аукцион;Оказание услуг, обеспечивающих эффективную эксплуатацию персоналом Заказчика ГИСЗ РБ, используемой в ГБУЗ РДКБ на 2024 год;;'232027400111902740100107940016202244';;;2513958.84;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""РЕСПУБЛИКАНСКАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""РЕСПУБЛИКАНСКАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";28.12.2023;09.01.2024;Определение поставщика завершено;;28.12.2023;09.01.2024;
223-ФЗ;№32413156313;Закупка у единственного поставщика (подрядчика, исполнителя);оказание услуг по Сопровождению-обновлению  программы «НоТ: Учет по питанию в ДДУ» с участником СМП;;;1;услуги по Сопровождению-обновлению  программы «НоТ: Учет по питанию в ДДУ»;3600.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 65""";;09.01.2024;09.01.2024;Закупка завершена;;09.01.2024;;
223-ФЗ;№32413157688;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Оказание информационных услуг с использованием экземпляров системы КонсультантПлюс;;;1;Оказание информационных услуг с использованием экземпляров системы КонсультантПлюс;88430.40;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДОМ ДОБРОТЫ""";;09.01.2024;09.01.2024;Закупка завершена;;09.01.2024;15.01.2024;
223-ФЗ;№32413155968;Прочие;"Предоставление права использования ЭКС ""Гарант""";;;1;"Предоставление права использования ЭКС ""Гарант""";246977.26;RUB;;;;;62.09.20.120: Услуги по установке программного обеспечения;62.09.20.120: Услуги по установке программного обеспечения;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""АЭРОПОРТЫ ЧУКОТКИ""";;09.01.2024;09.01.2024;Закупка завершена;;09.01.2024;;
223-ФЗ;№32413156096;Закупка у единственного поставщика (подрядчика, исполнителя);Оказание услуг по адаптации и установке ИСС, модификации и сопровождению модифицированных информационно-справочных систем «Кодекс»;;;1;Оказание услуг по адаптации и установке ИСС, модификации и сопровождению модифицированных информационно-справочных систем «Кодекс»;122500.00;RUB;;;;;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ДРАМАТИЧЕСКИЙ ТЕАТР""";;09.01.2024;09.01.2024;Закупка завершена;;09.01.2024;;
44-ФЗ;№0318300039523000219;Запрос котировок в электронной форме;Оказание услуг по сопровождению единой межведомственной системы электронного документооборота Краснодарского края;;'233234300903423430100101170016203244';;;549460.00;RUB;;;;;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ НОВОКУБАНСКИЙ РАЙОН;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ НОВОКУБАНСКИЙ РАЙОН;25.12.2023;09.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;25.12.2023;09.01.2024;
