Реестровый номер закупки;Наименование закупки;Классификация по ОКПД2;Дата размещения
№0891200000624000237;оказание услуг по обслуживанию инфраструктуры Регионального сегмента Единой государственной информационной системы здравоохранения Забайкальского края в составе защищенной сети передачи данных и компонентов интеграционной шины (00000285-ЭА);62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0819300027024000001;Оказание информационных услуг по сопровождению справочно-правовой системы КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0221100003024000002;Оказание услуг по предоставлению сертификата технической поддержки TrueConf Server для нужд ТФОМС СК;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0221100003024000004;Оказание услуг по предоставлению сертификата технической поддержки Кибер Бэкап Расширенная для нужд ТФОМС СК;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0859300019624000017;Оказание услуг по сопровождению ранее установленного Электронного периодического справочника «Система ГАРАНТ»;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;22.01.2024
№0340200003324000394;Оказание услуг по сопровождению программного обеспечения «Автоматизированная система управления государственным имуществом Кировской области» («Система автоматизации учета, управления муниципальной (государственной) собственностью и администрирования поступлений от управления собственностью («Собственность – Смарт»)»;62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0372200111224000001;Оказание услуг по эксплуатации и сопровождению программного обеспечения ECCELLENTE с предоставлением неисключительных прав использования в 2024-2025 годах;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;24.01.2024
№0307200021324000011;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными экземплярами Систем КонсультантПлюс;62.09.20.120: Услуги по установке программного обеспечения;24.01.2024
№0169300012224000001;"Сопровождение системы ""АЦК-Финансы""";63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;25.01.2024
№0373200082124000006;Выполнение работ по разработке компонентов программного обеспечения в целях развития системы анализа транспортной доступности капитальных объектов;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;22.01.2024
№0366100009524000001;Оказание услуг по изготовлению и размещению информационных материалов в средствах массовой информации;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;24.01.2024
№0318200078924000001;"Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта ""Парус-Бюджет 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0108500000424000125;Оказание услуг по техническому сопровождению программного обеспечения ViPNet;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0134300026324000003;"Оказание услуг по адаптации и сопровождению адаптированных  Систем ""Консультант Плюс"" на основе специального лицензионного программного обеспечения, обеспечивающего совместимость  услуг с установленными экземплярами Систем ""Консультант Плюс""  ";63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;25.01.2024
№0833600000824000048;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс;63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий;26.01.2024
№0321300132724000017;оказание консультационных услуг и технической поддержки пользователям комплексной системы автоматизации медицинского учреждения  для обеспечения нужд Ставропольского края;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0318200019324000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0358300032224000004;Приобретение лицензий, продление неисключительных прав на программное обеспечение для Комитета по управлению имуществом города Волгодонска ;62.01.29.000: Оригиналы программного обеспечения прочие;26.01.2024
№0130600036424000003;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс в 2024 году, оказываемых на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) дополнительных экземпляров и услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс);62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0340200003324000542;Оказание услуг по оформлению сертификатов на оказание услуг по технической поддержке Заказчику программного обеспечения «Система защиты информации от несанкционированного доступа «Dallas Lock 8.0-К для обеспечения государственных нужд Кировской области;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0818500005224000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.3: Услуги по технической поддержке информационных технологий;26.01.2024
№0366200035624000217;Оказание услуг по доработке и сопровождению подсистемы учета взаимодействия с контрагентами региональной информационной системы здравоохранения Тульской области в целях реализации мероприятий регионального проекта «Создание единого цифрового контура в здравоохранении на основе единой государственной информационной системы здравоохранения (ЕГИСЗ)»;62.02.3: Услуги по технической поддержке информационных технологий;26.01.2024
№0372200213424000006;Оказание услуг по сопровождению сегмента Единой системы электронного документооборота и делопроизводства исполнительных органов государственной власти Санкт-Петербурга;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0118200000124000001;Оказание услуг по сопровождению экземпляра справочно-правовой системы (онлайн-версия);63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий;26.01.2024
№0318200034824000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0318200011624000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8».;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0818500002524000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0372200147724000002;"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в Санкт-Петербургском государственном бюджетном учреждении здравоохранения ""Городская больница № 28 ""Максимилиановская""   экземплярами Систем КонсультантПлюс  в 2024 году.";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;26.01.2024
№0318200048624000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0818200001524000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.3: Услуги по технической поддержке информационных технологий;26.01.2024
№0358300219724000001;Услуги по информационному сопровождению процесса учета получения и реализации лекарственных препаратов для пациентов, имеющих право на получение государственной социальной помощи в соответствии с Государственной программой Российской Федерации «Развитие здравоохранения», перенесших острое нарушение мозгового кровообращения, инфаркт миокарда, а также которым были выполнены аортокоронарное шунтирование, ангиопластика коронарных артерий со стентированием и катетерная абляция по поводу сердечно-сосудистых заболеваний;62.02.2: Услуги консультативные по вопросам систем и программному обеспечению;25.01.2024
№0358300356424000016;Ведение информационной системы обеспечения градостроительной деятельности (Перевод градостроительной документации в электронный вид);63.11.11.000: Услуги по обработке данных;25.01.2024
№0318300126724000011;Оказание услуг по техническому сопровождению программно-аппаратного комплекса управления потоками посетителей;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0366200035624000191;оказание услуг по подготовке и размещению информационных материалов о деятельности Общественной палаты Тульской области в общественно-политических периодических печатных изданиях (газетах), распространяемых на территории Тульской области в 2024 году;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;25.01.2024
№0146200000724000005;Оказание услуг по подготовке и размещению информационных материалов о реализации стратегических планов Липецкой области в экономической и социальных сферах, нацеленных на улучшение качества жизни в регионе, в целом о событиях, происходящих в Липецкой области на региональном информационном интернет - ресурсе;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;25.01.2024
№0321300012524000005;ОКАЗАНИЕ УСЛУГ ПО ИНФОРМАЦИОННОМУ СОПРОВОЖДЕНИЮ И ТЕХНИЧЕСКОЙ ПОДДЕРЖКЕ РАНЕЕ УСТАНОВЛЕННОГО И ИСПОЛЬЗУЕМОГО ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ ИМАС «ПАЛЛАДИУМ»;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;25.01.2024
№0358300092124000001;Оказание услуг по предоставлению защищенного виртуального центра обработки данных и организации доступа (IaaS)  для нужд ГБУ РО «ЦРБ» в Волгодонском районе  в 2024 году;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;25.01.2024
№0114500000824000013;"Оказание услуг по сопровождению и обновлению ЭПС ""Система Гарант"" для нужд Народного Собрания на период 2024г.";62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0321300012524000004;ОКАЗАНИЕ УСЛУГ ПО ИНФОРМАЦИОННОМУ СОПРОВОЖДЕНИЮ И ОБНОВЛЕНИЮ ЭКЗЕМПЛЯРА(ОВ) КОМПЬЮТЕРНЫХ БАЗ ДАННЫХ ЭЛЕКТРОННОГО ПЕРИОДИЧЕСКОГО СПРАВОЧНИКА «СИСТЕМА ГАРАНТ» НА 2024 ГОД;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;25.01.2024
№0373200099724000119;Электронный аукцион на оказание услуг по эксплуатации специализированных информационных систем и ресурсов, программно-технических комплексов для нужд ГБУЗ «Морозовская ДГКБ ДЗМ»;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0828600002424000003;Антивирусное программное обеспечение Kaspersky Endpoint Security для бизнеса – Расширенный;62.01.29.000: Оригиналы программного обеспечения прочие;23.01.2024
№0372200262824000019;"Оказание услуг по сопровождению лабораторной информационной системы (ЛИС ""NLab"") с передачей неисключительных прав на обновленные модули для нужд СПб ГБУЗ ""Родильный дом №9"" в 2024 году";62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0354300041924000006;Оказание услуг по «Сопровождению Медицинской информационной системы «ТМ:МИС SaaS» в рамках Регионального сегмента Единой государственной информационной системы в сфере здравоохранения» в 2024 году;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0372200168124000025;ОКАЗАНИЕ УСЛУГ  ПО НАСТРОЙКЕ НОВЫХ ФУНКЦИЙ ЛИС В ЛАБОРАТОРНОЙ СЛУЖБЕ ЗАКАЗЧИКА ДЛЯ НУЖД САНКТ-ПЕТЕРБУРГСКОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ЗДРАВООХРАНЕНИЯ «КЛИНИЧЕСКАЯ ИНФЕКЦИОННАЯ БОЛЬНИЦА ИМ. С.П. БОТКИНА» В 2024 ГОДУ;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;25.01.2024
№0832200006624000010;Определение исполнителя на оказание услуг по сопровождению программы для ЭВМ «БАРС.Мониторинг» модуль «БАРС.Мониторинг-Здравоохранение»;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0340200003324000448;Оказание услуг техническому сопровождению программного обеспечения ''Система защиты информации от несанкционированного доступа ''Dallas Lock 8.0-К'' для обеспечения государственных нужд Кировской области;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0307300051124000002;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс  на основе специального лицензионного сервисного программного обеспечения,  обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс);62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;22.01.2024
№0818500000824000345;Обеспечение доступа к информации о деятельности исполнительных органов Краснодарского края в сети «Интернет»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;25.01.2024
№0176300005424000003;Оказание услуг по приобретению и обновлению электронного справочника Гарант		;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0358300305324000002;Услуги по предоставлению защищенного виртуального центра обработки данных и организации доступа;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;25.01.2024
№0818600006124000002;Оказание услуг по сопровождению системы электронного документооборота в администрации муниципального образования Отрадненский район;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0358200039624000024;Услуги по продлению ранее используемой в учреждении электронной системы «Экономика ЛПУ».;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;25.01.2024
№0884200000624000001;Оказание услуг по по модернизации функционала программного продукта личного кабинета гражданина и предварительной записи на Портале сети МФЦ Ненецкого автономного округа и в мобильном приложении «Мои Документы Ненецкого автономного округа»;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;25.01.2024
№0157600002024000003;Оказание услуг по адаптации и сопровождению экземпляров Систем Консультант Плюс;62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0875100006324000021;"Оказание консультационных услуг по технической поддержке и сопровождению информационно-программных и технических средств автоматизированного учёта финансово-хозяйственной деятельности ""Парус-8""";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;24.01.2024
№0157200004724000001;Сопровождение автоматизированной информационной системы управления органами гостехнадзора с модулями;62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№0157200004724000002;"оказание услуг по техническому сопровождению специализированного программного средства ""Учет бюджетных средств, предоставленных сельскохозяйственным товаропроизводителям в форме субсидий""";62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0318300260324000001;Услуги по сопровождению и технической поддержке установленного программного продукта «Медицинская Информационная Система «Комплекс Программных Средств «Система Автоматизации Медико-Страхового Обслуживания Населения» «САМСОН»;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0318200032224000002;Поставка сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8».;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0372200048024000027;Оказание услуг по сопровождению медицинской информационной системы с предоставлением (неисключительного) пользовательского права на получение обновлений текущих версий программного обеспечения медицинской информационной системы.;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;25.01.2024
№0172200002524000001;Оказание услуг по комплексному обслуживанию и администрированию базовых вычислительных комплексов информационно-вычислительной сети, обеспечивающей функционирование государственных информационных систем Санкт-Петербурга в феврале-сентябре 2024 года, для государственных нужд Санкт-Петербурга;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0744200000224000122;Оказание услуг по сопровождению и обслуживанию информационных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0848600002724000004;"Оказание услуг по продлению права использования и абонентского обслуживания системы защищенного электронного документооборота ""Контур.Экстерн""";62.02.3: Услуги по технической поддержке информационных технологий;19.01.2024
№0372200278524000006;Оказание услуг по предоставлению сертификата на техническую поддержку компьютерного программного обеспечения для государственных нужд Санкт-Петербурга;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0372200278524000005;Оказание услуг по предоставлению сертификата на техническую поддержку компьютерного программного обеспечения для государственных нужд Санкт-Петербурга;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0116300000124000040;Оказание услуг по предоставлению сервиса 1C:Фреш-1C:Предприятие 8;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;26.01.2024
№0372200278524000004;Оказание услуг по предоставлению сертификата на техническую поддержку компьютерного программного обеспечения для государственных нужд Санкт-Петербурга;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0379300005224000001;оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» (информационного продукта вычислительной техники), содержащей информацию о текущем состоянии законодательства Российской Федерации, путем предоставления в электронном виде по каналам связи посредством телекоммуникационной сети Интернет формируемых текущих версий специальных информационных массивов  ЭПС «Система ГАРАНТ»;62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0373500002324000001;Выполнение работ по созданию ведомственной информационной системы «Корпоративный портал Главного контрольного управления города Москвы»;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;26.01.2024
№0822600006724000035;"Оказание услуг по сопровождению програмного обеспечения ""1С"" для нужд КУМИ АХМР ";62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№32413215805;Оказание услуг по технической поддержке оборудования производства ООО «Ай Ти Ви групп» Амурского газоперерабатывающего завода для нужд ООО «Газпром переработка Благовещенск» 5.4/00000923;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0301300247624000010;Оказание услуг по информационно-техническому сопровождению программного обеспечения, предназначенного для автоматизации деятельности административных комиссий МАИС «Административная Практика»;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0205200000124000002;Оказание услуг по технической поддержке и доработки программного комплекса « Персонифицированный учет оказанной медицинской помощи» (ПУОМП);62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0158300030024000005;Размещение нормативно правовых актов Администрации Куйбышевского района в 2024 году;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;24.01.2024
№0158300030024000006;Размещение информационно-аналитических материалов о деятельности Администрации Куйбышевского района в СМИ в 2024 году;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;24.01.2024
№0172300011024000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;24.01.2024
№0304300065524000001;Оказание услуг по техническому сопровождению при эксплуатации специального программного обеспечения информационной системы, выполняющей функции региональной государственной информационной системы в сфере здравоохранения;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;25.01.2024
№0150200002124000003;оказание услуг по адаптации и последующему тестированию, сопровождению программных продуктов «1С: Бухгалтерия государственного учреждения 8» и «1С: Зарплата и кадры государственного учреждения 8» ;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0372200176424000011;Оказание услуг по передаче неисключительных прав на использование программного обеспечения для контент-фильтрации ;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;26.01.2024
№0273200000124000001;Оказание услуг по сопровождению программы для ЭВМ «Центр управления бизнесом. Задачи»;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0348200028124000003;"Предоставление права использования Базы данных Электронный периодический справочник ""Система ГАРАНТ"" на условиях простой (неисключительной) лицензии";63.11.1: Услуги по обработке данных, размещению, услуги по предоставлению приложений и прочей инфраструктуры информационных технологий, услуги, связанные с созданием и использованием баз данных и информационных ресурсов;25.01.2024
№0817200000324000305;"Оказание услуг по обновлению и обслуживанию сетевой версии ПК РИК ""ПРОФ"" на 4 (четыре) рабочих места в 2024 году";62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0848300016524000010;Оказание услуг по информированию жителей об основных событиях социально-экономического развития, общественно-политической жизни городского округа Чехов путем изготовления и распространения (вещания) на территории Московской области и городского округа Чехов радиопрограмм и в электронных СМИ в 2024 году;63.91.1: Услуги информационных агентств;25.01.2024
№0152100004224000001;"услуги по продлению лицензий неисключительного права на использование программного обеспечения лаборатории Касперского ""Kaspersky Endpoint Security для бизнеса - Стандартный Russian Edition""";62.01.29.000: Оригиналы программного обеспечения прочие;24.01.2024
№0373200113424000050;"Электронный аукцион на комплексное техническое обслуживание Лабораторной Информационной системы АЛИСА (ЛИС АЛИСА), установленной в ГБУЗ ""ГКБ ИМ. Е.О. Мухина ДЗМ"" в 2024 году (среди СМП)";62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0321200023524000004;"Оказание услуг по производству и размещению информационных материалов о деятельности комитетов Думы Ставропольского края по бюджету, налогам и финансово-кредитной политике; по аграрным и земельным вопросам, природопользованию и экологии; по промышленности, энергетике, строительству и жилищно-коммунальному хозяйству; о деятельности председателя Думы Ставропольского края на сайте сетевого издания в информационно-телекоммуникационной сети «Интернет»";63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;25.01.2024
№0169300040424000010;Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;29.01.2024
№0122200001024000005;"Оказание услуг по сопровождению программного обеспечения ""1С""";62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0277100001524000001;Оказание услуг по адаптации и сопровождению экземпляров Cистем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Cистем КонсультантПлюс (в том числе специальной копией Cистемы КонсультантПлюс);62.03.12.130: Услуги по сопровождению компьютерных систем;22.01.2024
№0173300006424000001;оказание услуг по подключению Абонента к комплекту частей Электронного периодического справочника «Система ГАРАНТ» (информационному продукту вычислительной техники) (далее — ЭПС «Система ГАРАНТ»), содержащей информацию о текущем состоянии законодательства Российской Федерации, путем предоставления в электронном виде по каналам связи посредством телекоммуникационной сети Интернет формируемых текущих версий специальных информационных массивов (далее — СИМ) ЭПС «Система ГАРАНТ»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;26.01.2024
