Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
44-ФЗ;№0356100029321000003;Закрытый аукцион;Оказание услуг по комплексному информационно-технологическому сопровождению и развитию автоматизированной информационной системы «РИЦ» на базе технологической платформы «1С:Предприятие 8.3», используемой для автоматизации направлений: бухгалтерский (бюджетный) учет, начисление заработной платы гражданскому персоналу и денежного довольствия военнослужащим, финансовое планирование и финансирование, учет основных средств и материальных запасов, консолидация и формирование отчетности, делопроизводство и документооборот;;'211590424127059040100100050016203242';;;796000.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПЕРМСКОМУ КРАЮ, РЕСПУБЛИКЕ БАШКОРТОСТАН И РЕСПУБЛИКЕ ТАТАРСТАН""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПЕРМСКОМУ КРАЮ, РЕСПУБЛИКЕ БАШКОРТОСТАН И РЕСПУБЛИКЕ ТАТАРСТАН""";16.12.2021;16.12.2021;Подача заявок;Субъектам малого предпринимательства, социально ориентированным некоммерческим организациям;16.12.2021;24.12.2021;
44-ФЗ;№0356100029321000002;Закрытый аукцион;Адаптация и сопровождение ранее установленной в ФКУ «Отдел финансового обеспечения Министерства обороны Российской Федерации по Пермскому краю, Республике Башкортостан и Республике Татарстан» справочно-правовой системы «КонсультантПлюс» (Пермский край) ;;'211590424127059040100100030016209242';;;192000.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПЕРМСКОМУ КРАЮ, РЕСПУБЛИКЕ БАШКОРТОСТАН И РЕСПУБЛИКЕ ТАТАРСТАН""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПЕРМСКОМУ КРАЮ, РЕСПУБЛИКЕ БАШКОРТОСТАН И РЕСПУБЛИКЕ ТАТАРСТАН""";16.12.2021;16.12.2021;Подача заявок;Субъектам малого предпринимательства, социально ориентированным некоммерческим организациям;16.12.2021;24.12.2021;
44-ФЗ;№0356100029321000001;Закрытый аукцион;Адаптация и сопровождение ранее установленной в ФКУ «Отдел финансового обеспечения Министерства обороны Российской Федерации по Пермскому краю, Республике Башкортостан и Республике Татарстан» справочно-правовой системы «КонсультантПлюс» (Республика Башкортостан) ;;'211590424127059040100100040016209242';;;165000.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПЕРМСКОМУ КРАЮ, РЕСПУБЛИКЕ БАШКОРТОСТАН И РЕСПУБЛИКЕ ТАТАРСТАН""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ПЕРМСКОМУ КРАЮ, РЕСПУБЛИКЕ БАШКОРТОСТАН И РЕСПУБЛИКЕ ТАТАРСТАН""";16.12.2021;16.12.2021;Подача заявок;Субъектам малого предпринимательства, социально ориентированным некоммерческим организациям;16.12.2021;24.12.2021;
44-ФЗ;№0338100006121000011;Закрытый аукцион с учетом положений ст. 111 Закона № 44-ФЗ;"Услуги по сопровождению Электронного периодического справочника ""Система Гарант""";;'211410104763741010100100100016202242';;;238986.67;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЕННЫЙ КОМИССАРИАТ КАМЧАТСКОГО КРАЯ""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЕННЫЙ КОМИССАРИАТ КАМЧАТСКОГО КРАЯ""";15.12.2021;15.12.2021;Подача заявок;Субъектам малого предпринимательства, социально ориентированным некоммерческим организациям;;10.01.2022;
44-ФЗ;№0848100003421000247;Закрытый аукцион с учетом положений ст. 111 Закона № 44-ФЗ;оказание услуг по установке и внедрению медицинской информационной системы в филиал №3 ФГБУ «3 ЦВКГ им. А.А.Вишневского» Минобороны России;;'211502400003050324300100006546209244';;;560000.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"ФИЛИАЛ №3 ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""3 ЦЕНТРАЛЬНЫЙ ВОЕННЫЙ КЛИНИЧЕСКИЙ ГОСПИТАЛЬ ИМЕНИ А.А. ВИШНЕВСКОГО"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ";"ФИЛИАЛ №3 ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""3 ЦЕНТРАЛЬНЫЙ ВОЕННЫЙ КЛИНИЧЕСКИЙ ГОСПИТАЛЬ ИМЕНИ А.А. ВИШНЕВСКОГО"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ";15.12.2021;15.12.2021;Подача заявок;;;23.12.2021;
223-ФЗ;№32110944160;Прочие;Оказание услуг по разработке и созданию сайта;;;1;Оказание услуг по разработке и созданию сайта;2350000.00;RUB;;;;;63: Услуги в области информационных технологий;63: Услуги в области информационных технологий;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТЛАНТИС ТЕХНОЛОДЖИ""";;14.12.2021;14.12.2021;Работа комиссии;;14.12.2021;21.12.2021;
44-ФЗ;№0338100008921000006;Закрытый аукцион;Услуги по технической поддержке информационных технологий (сопровождение электронного периодического справочника «Система ГАРАНТ»);;'211410114194341010100100080016202242';;;416882.55;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КАМЧАТСКОМУ КРАЮ И ЧУКОТСКОМУ АВТОНОМНОМУ ОКРУГУ""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КАМЧАТСКОМУ КРАЮ И ЧУКОТСКОМУ АВТОНОМНОМУ ОКРУГУ""";14.12.2021;14.12.2021;Подача заявок;;14.12.2021;22.12.2021;
223-ФЗ;№32110942636;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;1179-2021-00243. Поставка сертификатов на техническую поддержку и ключа активации;;;1;1179-2021-00243. Поставка сертификатов на техническую поддержку и ключа активации;69168.41;USD;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РТ-ИНФОРМ""";;14.12.2021;14.12.2021;Работа комиссии;;14.12.2021;22.12.2021;
223-ФЗ;№32110938672;Прочие;Заключение договора на оказание услуг по информационному обслуживанию ИСС КонсультантПлюс для нужд ПАО «Россети Северный Кавказ» (Организатор, Заказчик).;;;1;Оказание услуг по информационному обслуживанию ИСС КонсультантПлюс  ;2495850.91;RUB;;;;;63: Услуги в области информационных технологий;63: Услуги в области информационных технологий;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""";;13.12.2021;13.12.2021;Работа комиссии;;13.12.2021;21.12.2021;
44-ФЗ;№0360100043521000106;Закрытый аукцион с учетом положений ст. 111 Закона № 44-ФЗ;109/2021 Закупка услуг по обслуживанию информационно-правовой системы на 2022 год;;'211644101394264410100101110016203000';;;259200.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""33 ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИСПЫТАТЕЛЬНЫЙ ИНСТИТУТ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""33 ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИСПЫТАТЕЛЬНЫЙ ИНСТИТУТ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ";13.12.2021;13.12.2021;Подача заявок;Субъектам малого предпринимательства, социально ориентированным некоммерческим организациям;;22.12.2021;
223-ФЗ;№32110933684;Прочие;Оказание услугу по предоставлению доступа к базе данных «Консультант врача. Электронная медицинская библиотека» ФГБОУ ВО «Марийский государственный университет»;;;1;Оказание услугу по предоставлению доступа к базе данных «Консультант врача. Электронная медицинская библиотека» ФГБОУ ВО «Марийский государственный университет» ;450000.00;RUB;;;;;62.09.20.120: Услуги по установке программного обеспечения;62.09.20.120: Услуги по установке программного обеспечения;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МАРИЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ""";;11.12.2021;11.12.2021;Работа комиссии;;11.12.2021;;
44-ФЗ;№0104500000221000008;Электронный аукцион;Оказание услуг по техническому сопровождению Портала Кабардино-Балкарской Республики;;'212072502799407250100100100016201242';;;130000.00;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;МИНИСТЕРСТВО ЦИФРОВОГО РАЗВИТИЯ КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ;МИНИСТЕРСТВО ЦИФРОВОГО РАЗВИТИЯ КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ;09.12.2021;09.12.2021;Подача заявок;Субъектам малого предпринимательства, социально ориентированным некоммерческим организациям;09.12.2021;17.12.2021;
44-ФЗ;№0173100004521002710;Закрытый аукцион;Оказание услуг по информационно-техническому сопровождению (обслуживанию) установленной и функционирующей у государственного заказчика электронной справочно-правовой системы «Электронный периодический справочник «Система ГАРАНТ» (для нужд Министерства обороны Российской Федерации).;;'211770425226177040100119260016202242';;;147382350.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;МИНИСТЕРСТВО ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ;МИНИСТЕРСТВО ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ;09.12.2021;09.12.2021;Подача заявок;;09.12.2021;17.12.2021;
44-ФЗ;№0373100024121000104;Закрытый аукцион с учетом положений ст. 111 Закона № 44-ФЗ;Оказание услуг по технической поддержке и доработке аппаратно-программного комплекса АИС «Поликлиника»;;'211770912346077090100101160016202242';;;510000.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОЛИКЛИНИКА № 2""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОЛИКЛИНИКА № 2""";09.12.2021;09.12.2021;Подача заявок;;;16.12.2021;
44-ФЗ;№0373100024121000102;Закрытый аукцион с учетом положений ст. 111 Закона № 44-ФЗ;Оказание услуг по сопровождению радиологической информационной системы «Видар-ИнфоРад 3.0»;;'211770912346077090100101150016203242';;;775560.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОЛИКЛИНИКА № 2""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОЛИКЛИНИКА № 2""";09.12.2021;09.12.2021;Подача заявок;;;16.12.2021;
44-ФЗ;№0348100029921000161;Закрытый конкурс с учетом положений ст. 111 Закона № 44-ФЗ;Оказание услуг по сопровождению, обслуживанию и обновлению информационных учетно-управленческих систем ФГБУ СКК Подмосковье МО РФ в 2022 году;;'211502903032850290100101500226203244';;;936000.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""САНАТОРНО-КУРОРТНЫЙ КОМПЛЕКС ""ПОДМОСКОВЬЕ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""САНАТОРНО-КУРОРТНЫЙ КОМПЛЕКС ""ПОДМОСКОВЬЕ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ";08.12.2021;08.12.2021;Подача заявок;Субъектам малого предпринимательства, социально ориентированным некоммерческим организациям;;11.01.2022;
44-ФЗ;№0373100096521000548;Закрытый аукцион с учетом положений ст. 111 Закона № 44-ФЗ;оказание консультационных услуг по модернизации, сопровождению и развитию программного комплекса автоматизированных систем управления финансовой и хозяйственной деятельностью, оказание услуг по подписке на информационно-технологическое сопровождение технологических материалов                                       федерального государственного казенного учреждения «Центральный клинический военный госпиталь» в 2022 году ;;'211773409783177340100106960016203242';;;2240572.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНЫЙ КЛИНИЧЕСКИЙ ВОЕННЫЙ ГОСПИТАЛЬ""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНЫЙ КЛИНИЧЕСКИЙ ВОЕННЫЙ ГОСПИТАЛЬ""";08.12.2021;08.12.2021;Подача заявок;;;15.12.2021;
223-ФЗ;№32110836098;Прочие;Определение исполнителя на оказание услуг по эксплуатационно-техническому обслуживанию и технической поддержке программного обеспечения системы защиты среды виртуализации ПАО «Россети Московский регион»;;;1;Определение исполнителя на оказание услуг по эксплуатационно-техническому обслуживанию и технической поддержке программного обеспечения системы защиты среды виртуализации ПАО «Россети Московский регион»;4169944.00;RUB;;;;;"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ МОСКОВСКИЙ РЕГИОН""";;18.11.2021;07.12.2021;Работа комиссии;;18.11.2021;14.12.2021;
44-ФЗ;№0349100006721000338;Закрытый аукцион;Оказание информационных услуг с использованием Справочно Правовых Систем Консультант Плюс в 2022г.;;'211511050054151100100103973386203242';;;294480.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""1469 ВОЕННО-МОРСКОЙ КЛИНИЧЕСКИЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""1469 ВОЕННО-МОРСКОЙ КЛИНИЧЕСКИЙ ГОСПИТАЛЬ"" МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ";07.12.2021;07.12.2021;Подача заявок;;07.12.2021;17.12.2021;
44-ФЗ;№0332100053721000039;Закрытый аукцион с учетом положений ст. 111 Закона № 44-ФЗ;Оказание  услуг   по адаптации и сопровождению  справочно-правовой системы «Гарант»   ;;'211521401041452140100100050036202242';;;237000.00;RUB;;;;;62.02.3: Услуги по технической поддержке информационных технологий;62.02.30.000-00000001: Услуги по технической поддержке информационных технологий;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ  УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ  МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО НИЖЕГОРОДСКОЙ ОБЛАСТИ""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ  УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ  МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО НИЖЕГОРОДСКОЙ ОБЛАСТИ""";06.12.2021;06.12.2021;Подача заявок;;;07.12.2021;
44-ФЗ;№0323100014821000008;Закрытый аукцион с учетом положений ст. 111 Закона № 44-ФЗ;"Оказание услуг по адаптации и сопровождению ранее установленных экземпляров справочно-правовой системы ""КонсультантПлюс""";;'211280401465628040100100090026203242';;;544133.64;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО АМУРСКОЙ ОБЛАСТИ И РЕСПУБЛИКЕ САХА (ЯКУТИЯ)""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО АМУРСКОЙ ОБЛАСТИ И РЕСПУБЛИКЕ САХА (ЯКУТИЯ)""";06.12.2021;06.12.2021;Подача заявок;Субъектам малого предпринимательства, социально ориентированным некоммерческим организациям;;14.12.2021;
44-ФЗ;№0310100018121000053;Закрытый аукцион;Предоставление услуг по обновлению ранее установленной и используемой версии информационно-правовой системы «Гарант»;;'211151300337615130100100550016203242';;;809148.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО РЕСПУБЛИКЕ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО РЕСПУБЛИКЕ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ""";02.12.2021;02.12.2021;Подача заявок;;02.12.2021;10.12.2021;
223-ФЗ;№32110893770;Конкурс в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;2600-M05-К-Y05-00565-2022 «РЭН-007-21-09-22 Техническая поддержка программы для ЭВМ – Электронного периодического справочника 'Система Гарант' в комплекте Гарант-Максимум, объединенным с комплектом Гарант-Унивесал+, большая сетевая версия на 2022 г.»;;;1;2600-M05-К-Y05-00565-2022 «РЭН-007-21-09-22 Техническая поддержка программы для ЭВМ – Электронного периодического справочника 'Система Гарант' в комплекте Гарант-Максимум, объединенным с комплектом Гарант-Унивесал+, большая сетевая версия на 2022 г.»;663918.48;RUB;;;;;62.02.30: Услуги по технической поддержке информационных технологий;62.02.30: Услуги по технической поддержке информационных технологий;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСНЕФТЬ - УРАЛ""";;02.12.2021;02.12.2021;Работа комиссии;;02.12.2021;22.12.2021;
44-ФЗ;№0373100024121000096;Закрытый аукцион с учетом положений ст. 111 Закона № 44-ФЗ;Оказание услуг по модернизации, сопровождению и передаче неисключительных прав на использование программного обеспечения комплексной автоматизированной системы управления финансово-хозяйственной деятельностью на базе программного продукта «Парус-Бюджет» в 2022 году;;'211770912346077090100101080016202242';;;510000.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОЛИКЛИНИКА № 2""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОЛИКЛИНИКА № 2""";01.12.2021;01.12.2021;Подача заявок;;;08.12.2021;
44-ФЗ;№0373100024121000098;Закрытый аукцион с учетом положений ст. 111 Закона № 44-ФЗ;Модернизация и сопровождение лабораторной информационной системы АЛТЭЙ;;'211770912346077090100101090016202242';;;476000.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОЛИКЛИНИКА № 2""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОЛИКЛИНИКА № 2""";01.12.2021;01.12.2021;Подача заявок;;;08.12.2021;
44-ФЗ;№0338100008921000005;Закрытый аукцион;Услуги по технической поддержке информационных технологий (сопровождение электронного периодического справочника «Система ГАРАНТ»);;'211410114194341010100100070016202242';;;416882.55;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КАМЧАТСКОМУ КРАЮ И ЧУКОТСКОМУ АВТОНОМНОМУ ОКРУГУ""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО КАМЧАТСКОМУ КРАЮ И ЧУКОТСКОМУ АВТОНОМНОМУ ОКРУГУ""";01.12.2021;01.12.2021;Подача заявок;;01.12.2021;09.12.2021;
44-ФЗ;№0323100014821000007;Закрытый аукцион с учетом положений ст. 111 Закона № 44-ФЗ;"Оказание услуги по консультационно-технологическому сопровождению ранее установленной и используемой версии программного продукта ""ИнТеП-Зарплата"" и ""ИнТеП-Денежное довольствие""";;'211280401465628040100100090016203242';;;345360.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО АМУРСКОЙ ОБЛАСТИ И РЕСПУБЛИКЕ САХА (ЯКУТИЯ)""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФИНАНСОВОГО ОБЕСПЕЧЕНИЯ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО АМУРСКОЙ ОБЛАСТИ И РЕСПУБЛИКЕ САХА (ЯКУТИЯ)""";30.11.2021;30.11.2021;Подача заявок;Субъектам малого предпринимательства, социально ориентированным некоммерческим организациям;;08.12.2021;
