Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
223-ФЗ;№32413215199;Прочие;Услуги по размещению информационных материалов в газете;;;1;Услуги по размещению информационных материалов в газете на территории Золотухинского района Курской области;20000.00;RUB;;;;;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦАВТОБАЗА ПО УБОРКЕ ГОРОДА КУРСКА""";;25.01.2024;25.01.2024;Подача заявок;;25.01.2024;30.01.2024;
223-ФЗ;№32413215199;Прочие;Услуги по размещению информационных материалов в газете;;;2;Услуги по размещению информационных материалов в газете на территории Курского района Курской области;30000.00;RUB;;;;;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦАВТОБАЗА ПО УБОРКЕ ГОРОДА КУРСКА""";;25.01.2024;25.01.2024;Подача заявок;;25.01.2024;30.01.2024;
44-ФЗ;№0847500000924000009;Электронный аукцион;Оказание услуг по организации сети передачи данных для доступа территориально удаленных Учреждений (95 объектов) к региональному сегменту системы межведомственного электронного взаимодействия Магаданской области;;'242490001135549000100100090020000244';;;1718050.00;RUB;;;;;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;"МАГАДАНСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ МАГАДАНСКОЙ ОБЛАСТИ""";"МАГАДАНСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОК МАГАДАНСКОЙ ОБЛАСТИ""";24.01.2024;25.01.2024;Подача заявок;;;01.02.2024;
44-ФЗ;№0847500000924000010;Электронный аукцион;Оказание услуг по организации сети передачи данных для доступа территориально удаленных Учреждений (120 объекта) к региональному сегменту системы межведомственного электронного взаимодействия Магаданской области;;'242490001135549000100100090050000244';;;2591192.00;RUB;;;;;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;"МАГАДАНСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ МАГАДАНСКОЙ ОБЛАСТИ""";"МАГАДАНСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОК МАГАДАНСКОЙ ОБЛАСТИ""";24.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;;01.02.2024;
44-ФЗ;№0847500000924000012;Электронный аукцион;Оказание услуг по организации сети передачи данных для доступа территориально удаленных Учреждений (10 объектов) к региональному сегменту системы межведомственного электронного взаимодействия Магаданской области;;'242490001135549000100100090030000244';;;319000.00;RUB;;;;;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;"МАГАДАНСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ МАГАДАНСКОЙ ОБЛАСТИ""";"МАГАДАНСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОК МАГАДАНСКОЙ ОБЛАСТИ""";24.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;;01.02.2024;
223-ФЗ;№32413215149;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;"Оказание услуг по адаптации и сопровождению экземпляров Систем на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными у Заказчика экземплярами СПС КонсультантПлюс для нужд филиала ППК ""Роскадастр"" по Новгородской области";;;1;"Оказание услуг по адаптации и сопровождение экземпляров Систем на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными у Заказчика экземплярами СПС КонсультантПлюс для нужд филиала ППК ""Роскадастр"" по Новгородской области";176440.00;RUB;;;;;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;"ПУБЛИЧНО-ПРАВОВАЯ КОМПАНИЯ ""РОСКАДАСТР""";;25.01.2024;25.01.2024;Подача заявок;;25.01.2024;31.01.2024;
44-ФЗ;№0376200000624000001;Запрос котировок в электронной форме;Оказание услуг по сопровождению и обновлению электронного периодического справочника «Система ГАРАНТ»;;'242010502230801050100100040016202244';;;160212.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ АДЫГЕЯ ""РЕСПУБЛИКАНСКИЙ ДОМ - ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ И ИНВАЛИДОВ """;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ АДЫГЕЯ ""РЕСПУБЛИКАНСКИЙ ДОМ - ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ И ИНВАЛИДОВ """;25.01.2024;25.01.2024;Подача заявок;;25.01.2024;01.02.2024;
223-ФЗ;№32413213082;Прочие;Право заключения договора на оказание услуг по предоставлению доступа и техническому сопровождению системы электронного документооборота «Практика» для нужд ФГБОУ ВО Казанский ГМУ Минздрава России;;;1;Право заключения договора на оказание услуг по предоставлению доступа и техническому сопровождению системы электронного документооборота «Практика» для нужд ФГБОУ ВО Казанский ГМУ Минздрава России;426000.00;RUB;;;;;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";;25.01.2024;25.01.2024;Подача заявок;;25.01.2024;02.02.2024;
44-ФЗ;№0375200037424000005;Электронный аукцион;Оказание консультационных услуг по сопровождению и модификации (изменению программного кода) единого комплекса программных средств;;'242911100862991110100100120016202244';;;600600.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КРЫМ ""КЕРЧЕНСКАЯ БОЛЬНИЦА №1 ИМ. Н.И.ПИРОГОВА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КРЫМ ""КЕРЧЕНСКАЯ БОЛЬНИЦА №1 ИМ. Н.И.ПИРОГОВА""";25.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;25.01.2024;02.02.2024;
44-ФЗ;№0301300275424000034;Электронный аукцион;"Оказание услуг на поставку программного обеспечения для аппаратно-программного комплекса АРМ ""Орион Про""";;'242027403750002740100100730016201244';;;123712.00;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН КЛИНИЧЕСКАЯ БОЛЬНИЦА СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ ГОРОДА УФЫ;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН КЛИНИЧЕСКАЯ БОЛЬНИЦА СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ ГОРОДА УФЫ;25.01.2024;25.01.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ";25.01.2024;02.02.2024;
44-ФЗ;№0335200014924000039;Электронный аукцион;Оказание услуг по адаптации и сопровождению справочно-правовых систем КонсультантПлюс;;'242391000340039100100100160016202244';;;110572.70;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ КАЛИНИНГРАДСКОЙ ОБЛАСТИ ""МЕЖРАЙОННАЯ БОЛЬНИЦА №1""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛИНИНГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОБЕСПЕЧЕНИЯ ОРГАНИЗАЦИИ И ПРОВЕДЕНИЯ ТОРГОВ""";25.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;25.01.2024;05.02.2024;
44-ФЗ;№0372100037124000020;Электронный аукцион;Оказание услуг по сопровождению программного продукта «Учет пациентов со злокачественными новообразованиями» в СПб ГБУЗ ГКОД c февраля по июль 2024 года;;'241781308525078130100100190016203244';;;368899.98;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""";24.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;;01.02.2024;
44-ФЗ;№0372200177824000002;Запрос котировок в электронной форме;Оказание услуг по адаптации и сопровождению экземпляра СПС КонсультантПлюс, оказываемых на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс;;'242780113673678010100100020020000244';;;242568.48;RUB;;;;;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №27 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ЛИТЕРАТУРЫ, ИСТОРИИ И ИНОСТРАННЫХ ЯЗЫКОВ ВАСИЛЕОСТРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА ИМЕНИ И.А.БУНИНА;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №27 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ЛИТЕРАТУРЫ, ИСТОРИИ И ИНОСТРАННЫХ ЯЗЫКОВ ВАСИЛЕОСТРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА ИМЕНИ И.А.БУНИНА;25.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;25.01.2024;01.02.2024;
44-ФЗ;№0319300096524000001;Электронный аукцион;"оказание услуг по удаленному обслуживанию программного продукта ""Парус - Бюджет 10""";;'242880000035788010100100020016201244';;;424200.00;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТУРИНСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА""";"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТУРИНСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА""";25.01.2024;25.01.2024;Подача заявок;;25.01.2024;02.02.2024;
223-ФЗ;№32413214928;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Оказание услуг технической поддержки программного обеспечения составления расписания;;;1;Оказание услуг технической поддержки программного обеспечения составления расписания;4200000.00;RUB;;;;;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;САНКТ-ПЕТЕРБУРГСКОЕ  ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ЭЛЕКТРИЧЕСКОГО ТРАНСПОРТА;;25.01.2024;25.01.2024;Подача заявок;;25.01.2024;02.02.2024;
44-ФЗ;№0318200004924000001;Запрос котировок в электронной форме;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;;'242234701037623470100100060016202244';;;96540.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ПРИМОРСКО-АХТАРСКАЯ ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ УЧРЕЖДЕНИЙ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ПРИМОРСКО-АХТАРСКАЯ ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ УЧРЕЖДЕНИЙ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ""";25.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;25.01.2024;02.02.2024;
44-ФЗ;№0318200049924000004;Запрос котировок в электронной форме;Оказание услуг по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;;'242235203570723520100100570016202244';;;48270.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""ТЕМРЮКСКИЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ ДЕТЕЙ И ПОДРОСТКОВ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""ТЕМРЮКСКИЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ ДЕТЕЙ И ПОДРОСТКОВ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ""";25.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;25.01.2024;01.02.2024;
44-ФЗ;№0816500000624000148;Электронный аукцион;Оказание услуг (ЕГИСЗ) по сопровождению ЕРМИС РС(Я) для обеспечения исполнения мероприятий и показателей результата паспорта федерального проекта, обеспечивающая в том числе ведение расписания приема врачей, электронных медицинских карт, автоматическую выгрузку счетов (реестров счетов) в ТФОМС, создание и хранение электронных медицинских документов, включая СЭМД, а также информационное взаимодействие с подсистемами ЕГИСЗ в целях оказания медицинской помощи и электронных услуг (сервисов) для граждан, и другими отраслевыми информационными системами);;'242143536061014350100100130016202242';;;7950000.00;RUB;;;;;62.02.3: Услуги по технической поддержке информационных технологий;62.02.30.000-00000002: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""РЕСУРСНЫЙ ЦЕНТР ПРИ МИНИСТЕРСТВЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЦЕНТР ЗАКУПОК РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";25.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;25.01.2024;02.02.2024;
44-ФЗ;№0165300010524000010;Запрос котировок в электронной форме;оказание   услуг по обслуживанию, сопровождению  и адаптации программного продукта «Парус-Бюджет 8»;;'243701708206870170100100020016202244';;;740000.00;RUB;;;;;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ ПО ОБСЛУЖИВАНИЮ МУНИЦИПАЛЬНЫХ ДОШКОЛЬНЫХ ОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ Г. ТОМСКА;АДМИНИСТРАЦИЯ ГОРОДА ТОМСКА;25.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;25.01.2024;01.02.2024;
44-ФЗ;№0816500000624000147;Электронный аукцион;Оказание услуг (ЕГИСЗ) по технической поддержке централизованной системы «Управление скорой и неотложной помощью» Министерства здравоохранения Республики Саха (Якутия);;'242143536061014350100100140016202242';;;7680750.00;RUB;;;;;62.02.3: Услуги по технической поддержке информационных технологий;62.02.30.000-00000002: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""РЕСУРСНЫЙ ЦЕНТР ПРИ МИНИСТЕРСТВЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЦЕНТР ЗАКУПОК РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";25.01.2024;25.01.2024;Подача заявок;;25.01.2024;02.02.2024;
223-ФЗ;№32413214858;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;;;1;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;96540.00;RUB;;;;;62.02.3: Услуги по технической поддержке информационных технологий;62.02.3: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""НОВОПОКРОВСКИЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""";;25.01.2024;25.01.2024;Подача заявок;;25.01.2024;02.02.2024;
44-ФЗ;№0321200023524000007;Электронный аукцион;"Оказание услуг по производству и размещению информационных материалов о деятельности комитетов Думы Ставропольского края по социальной политике и здравоохранению; по законодательству, государственному строительству и местному самоуправлению; о деятельности председателя Думы Ставропольского края на сайте сетевого издания в информационно-телекоммуникационной сети «Интернет»";;'242263404555926340100100330016311244';;;1493279.00;RUB;;;;;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ПО ЭКСПЛУАТАЦИИ ПОМЕЩЕНИЙ ДУМЫ СТАВРОПОЛЬСКОГО КРАЯ""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ПО ЭКСПЛУАТАЦИИ ПОМЕЩЕНИЙ ДУМЫ СТАВРОПОЛЬСКОГО КРАЯ""";25.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;25.01.2024;05.02.2024;
44-ФЗ;№0806500000224000027;Электронный аукцион;оказание услуг по предоставлению ключа активации сервиса технической поддержки (совместный, расширенный) на средство защиты информации от несанкционированного доступа Secret Net Studio 8 в сфере ИКТ в соответствии с НПА;;'242100101608310010100100110030000242';;;102170.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;МИНИСТЕРСТВО СОЦИАЛЬНОЙ ЗАЩИТЫ РЕСПУБЛИКИ КАРЕЛИЯ;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ КАРЕЛИЯ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК РЕСПУБЛИКИ КАРЕЛИЯ И МОНИТОРИНГА В СФЕРЕ ЭКОНОМИКИ""";23.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;23.01.2024;31.01.2024;
44-ФЗ;№0348300139624000014;Запрос котировок в электронной форме;Оказание услуг по адаптации и сопровождению установленных у Заказчика экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения;;'243501003629150100100100120016202244';;;212400.00;RUB;;;;;62.02.3: Услуги по технической поддержке информационных технологий;62.02.30.000-00000002: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ДУБНЕНСКАЯ БОЛЬНИЦА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ДУБНЕНСКАЯ БОЛЬНИЦА""";25.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;25.01.2024;01.02.2024;
44-ФЗ;№0318200016124000006;Запрос котировок в электронной форме;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;;'242230302960523030100100560016202244';;;96540.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""БЕЛОРЕЧЕНСКИЙ КОМПЛЕКСНЫЙ ЦЕНТР РЕАБИЛИТАЦИИ ДЕТЕЙ-ИНВАЛИДОВ""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""БЕЛОРЕЧЕНСКИЙ КОМПЛЕКСНЫЙ ЦЕНТР РЕАБИЛИТАЦИИ ДЕТЕЙ-ИНВАЛИДОВ""";25.01.2024;25.01.2024;Подача заявок;;25.01.2024;01.02.2024;
44-ФЗ;№0869200000224000291;Электронный аукцион;Оказание услуг по сопровождению и технической поддержке программных продуктов, входящих в состав программно-технологического комплекса «Система обработки информации службы занятости населения» (ПТК «СОИ СЗН»);;'242740900642074590100100060016202242';;;132000.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЦЕНТР ЗАНЯТОСТИ НАСЕЛЕНИЯ ГОРОДА КАСЛИ;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК ЧЕЛЯБИНСКОЙ ОБЛАСТИ""";25.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;25.01.2024;02.02.2024;
44-ФЗ;№0149200002324000230;Электронный аукцион;Оказание услуг по адаптации и сопровождению установленных экземпляров Систем КонсультантПлюс;;'242511010098451100100100120016203244';;;145049.30;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ЗАТО Г.СЕВЕРОМОРСК""";КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ МУРМАНСКОЙ ОБЛАСТИ;25.01.2024;25.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;25.01.2024;02.02.2024;
