Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
44-ФЗ;№0318200077224000001;Электронный аукцион;Услуга по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемая на основе специального лицензионного программного обеспечения, обеспечивающая совместимость услуг с экземплярами Систем КонсультантПлюс;;'242231300540223130100100040016203244';;;153801.50;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КРОПОТКИНСКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КРОПОТКИНСКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
44-ФЗ;№0118300018124000016;Электронный аукцион;Оказание услуг по информационному сопровождению справочных правовых систем «КонсультантПлюс»;;'243233100641623610100100950016209244';;;256410.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЕЙСКИЙ РАЙОН;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЕЙСКИЙ РАЙОН;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
223-ФЗ;№32413201129;Прочие;Право заключения договора оказания услуг по сопровождению Программы для ЭВМ «Автоматизированная система сопоставления CIM-моделей и информационной модели АС СиОИ» (3547798);;;1;Право заключения договора оказания услуг по сопровождению Программы для ЭВМ «Автоматизированная система сопоставления CIM-моделей и информационной модели АС СиОИ»;18664126.32;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНСПЕКЦИЯ ПО КОНТРОЛЮ ТЕХНИЧЕСКОГО СОСТОЯНИЯ ОБЪЕКТОВ ЭЛЕКТРОЭНЕРГЕТИКИ""";;22.01.2024;22.01.2024;Подача заявок;;22.01.2024;07.02.2024;
44-ФЗ;№0573100027724000016;Электронный аукцион;Оказание услуг по передаче неисключительных лицензионных прав на систему управления организационными и техническими мероприятиями по защите информации для нужд филиала «Сибирский территориальный округ» ФГУП «РАДОН»;;'241770400970077040100101530016201000';;;350000.00;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ОБЪЕДИНЕННЫЙ ЭКОЛОГО-ТЕХНОЛОГИЧЕСКИЙ И НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ПО ОБЕЗВРЕЖИВАНИЮ РАО И ОХРАНЕ ОКРУЖАЮЩЕЙ СРЕДЫ""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ОБЪЕДИНЕННЫЙ ЭКОЛОГО-ТЕХНОЛОГИЧЕСКИЙ И НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ПО ОБЕЗВРЕЖИВАНИЮ РАО И ОХРАНЕ ОКРУЖАЮЩЕЙ СРЕДЫ""";22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
44-ФЗ;№0304200003124000001;Электронный аукцион;Оказание услуг по техническому сопровождению при эксплуатации специального программного обеспечения информационной системы, выполняющей функции региональной государственной информационной системы в сфере здравоохранения ;;'242071103495207250100100040016209242';;;1312505.76;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""РЕСПУБЛИКАНСКИЙ СТОМАТОЛОГИЧЕСКИЙ ЦЕНТР ИМЕНИ Т.Х. ТХАЗАПЛИЖЕВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""РЕСПУБЛИКАНСКИЙ СТОМАТОЛОГИЧЕСКИЙ ЦЕНТР ИМЕНИ Т.Х. ТХАЗАПЛИЖЕВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКИ";22.01.2024;22.01.2024;Подача заявок;;22.01.2024;30.01.2024;
44-ФЗ;№0301300001824000007;Электронный аукцион;Оказание услуги, обеспечивающие эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан, используемой в ГБУЗ РБ Верхнеяркеевская ЦРБ;;'242022500187802250100100080026202244';;;1085960.40;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН ВЕРХНЕЯРКЕЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН ВЕРХНЕЯРКЕЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА;22.01.2024;22.01.2024;Подача заявок;;22.01.2024;30.01.2024;
223-ФЗ;№32413201048;Прочие;Право заключения Договора оказания услуг по технической поддержке Программы для ЭВМ «Автоматизированная система сбора и обработки информации о техническом состоянии объектов электроэнергетики и их оборудования (вторая очередь)» (3547764);;;1;Право заключения Договора оказания услуг по технической поддержке Программы для ЭВМ «Автоматизированная система сбора и обработки информации о техническом состоянии объектов электроэнергетики и их оборудования (вторая очередь)»;85550272.40;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНСПЕКЦИЯ ПО КОНТРОЛЮ ТЕХНИЧЕСКОГО СОСТОЯНИЯ ОБЪЕКТОВ ЭЛЕКТРОЭНЕРГЕТИКИ""";;22.01.2024;22.01.2024;Подача заявок;;22.01.2024;07.02.2024;
223-ФЗ;№32413201014;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Запрос котировок в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства, на оказание услуг по адаптации и сопровождению экземпляров Систем Консультант Плюс;;;1;Оказание услуг по адаптации и сопровождению экземпляров Систем Консультант Плюс.;1317091.92;RUB;;;;;"63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий; 62.02.30.000: Услуги по технической поддержке информационных технологий";"63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий; 62.02.30.000: Услуги по технической поддержке информационных технологий";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ МОРСКИХ ПОРТОВ БАЛТИЙСКОГО МОРЯ""";;22.01.2024;22.01.2024;Работа комиссии;;22.01.2024;29.01.2024;
223-ФЗ;№32413201012;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;"Оказание услуг по адаптации и сопровождению экземпляров Системы ""КонсультантПлюс"" для нужд филиала по Новосибирской области ";;;1;"Оказание услуг по адаптации и сопровождению экземпляров Системы ""КонсультантПлюс"" для нужд филиала по Новосибирской области";405566.40;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ОХРАНА"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ РОССИЙСКОЙ ФЕДЕРАЦИИ";;22.01.2024;22.01.2024;Подача заявок;;22.01.2024;31.01.2024;
223-ФЗ;№32413198308;Закупка у единственного поставщика (подрядчика, исполнителя);Актуализация и автоматизация услуг и шаблонов документов АИС МФЦ в МОГАУ «МФЦ» и территориально обособленных структурных подразделениях МОГАУ «МФЦ»;;;1;Актуализация  и автоматизация услуг и шаблонов документов АИС МФЦ в МОГАУ «МФЦ» и территориально обособленных структурных подразделениях МОГАУ «МФЦ»;3300000.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"МАГАДАНСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ""";;22.01.2024;22.01.2024;Работа комиссии;;22.01.2024;;
223-ФЗ;№32413200025;Конкурс в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;"210742_К_Оказание услуг по маркетингу и рекламе для нужд ООО ""БашРТС""";;;1;Оказание услуг по маркетингу и рекламе для ООО «БашРТС»;1350666.67;RUB;;;;;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАШКИРСКИЕ РАСПРЕДЕЛИТЕЛЬНЫЕ ТЕПЛОВЫЕ СЕТИ""";;22.01.2024;22.01.2024;Подача заявок;;22.01.2024;31.01.2024;
44-ФЗ;№0360300052824000011;Электронный аукцион;"Оказание услуг по сопровождению ранее установленного электронного периодического справочника ""Система Гарант""";;'243644001076264400100100070016202244';;;136885.65;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;АДМИНИСТРАЦИЯ БАЛАШОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;АДМИНИСТРАЦИЯ БАЛАШОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
44-ФЗ;№0136300000724000001;Электронный аукцион;Услуги по поставке, установке и последующему сопровождению электронной справочно-правовой системы;;'243694901242769490100100130016203244';;;157983.98;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОРГАНИЗАЦИЯ АДМИНИСТРАТИВНОГО ОБСЛУЖИВАНИЯ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КОНАКОВСКИЙ РАЙОН"" ТВЕРСКОЙ ОБЛАСТИ";АДМИНИСТРАЦИЯ КОНАКОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ТВЕРСКОЙ ОБЛАСТИ;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
223-ФЗ;№32413200390;Прочие;"Оказание услуг по установке и обновлению ПК ""ГРАНД-Смета"" и баз данных";;;1;"Оказание услуг по установке и обновлению ПК ""ГРАНД-Смета"" и баз данных (247314/1)";1471200.00;RUB;;;;;62.02.30: Услуги по технической поддержке информационных технологий;62.02.30: Услуги по технической поддержке информационных технологий;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ВОЛГА""";;22.01.2024;22.01.2024;Подача заявок;;22.01.2024;31.01.2024;
44-ФЗ;№0318300183924000015;Электронный аукцион;"Оказание услуг по сопровождению программного обеспечения автоматизированной системы оперативного управления диспетчерской службой скорой медицинской помощи (АСОУ ДС СМП) для нужд ГБУЗ ""Темрюкская ЦРБ"" МЗ КК";;'243235200729823520100100290016201244';;;296000.00;RUB;;;;;62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем;62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТЕМРЮКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТЕМРЮКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";22.01.2024;22.01.2024;Подача заявок;;22.01.2024;30.01.2024;
44-ФЗ;№0372100037424000006;Электронный аукцион;"Техническое сопровождение медицинской информационной системы ""Инфоклиника"" в 2024 году";;'241781304741778130100101360016202244';;;1855339.63;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ МОЗГА ЧЕЛОВЕКА ИМ. Н.П. БЕХТЕРЕВОЙ РОССИЙСКОЙ АКАДЕМИИ НАУК;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ МОЗГА ЧЕЛОВЕКА ИМ. Н.П. БЕХТЕРЕВОЙ РОССИЙСКОЙ АКАДЕМИИ НАУК;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
44-ФЗ;№0348100015224000001;Электронный аукцион;Оказание услуг по адаптации и сопровождению информационно справочных систем «Техэксперт»: Базовые нормативные документы. Лаборатория. Охрана труда. Экология. Проф. Промышленная безопасность. Пожарная безопасность;;'241507701819050770100100030036202244';;;283500.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ""ГОСУДАРСТВЕННЫЙ НАУЧНЫЙ ЦЕНТР ПРИКЛАДНОЙ МИКРОБИОЛОГИИ И БИОТЕХНОЛОГИИ"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ЗАЩИТЫ ПРАВ ПОТРЕБИТЕЛЕЙ И БЛАГОПОЛУЧИЯ ЧЕЛОВЕКА";"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ""ГОСУДАРСТВЕННЫЙ НАУЧНЫЙ ЦЕНТР ПРИКЛАДНОЙ МИКРОБИОЛОГИИ И БИОТЕХНОЛОГИИ"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ЗАЩИТЫ ПРАВ ПОТРЕБИТЕЛЕЙ И БЛАГОПОЛУЧИЯ ЧЕЛОВЕКА";22.01.2024;22.01.2024;Подача заявок;;22.01.2024;30.01.2024;
44-ФЗ;№0173100008724000003;Электронный аукцион;Оказание услуг по предоставлению доступа к сервисам технической поддержки на программное обеспечение мониторинга событий информационной безопасности государственной информационной системы «Информационно-телекоммуникационная система «Контроль» Счетной палаты Российской Федерации»;;'241770216661077040100100520016209242';;;11232000.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;СЧЕТНАЯ ПАЛАТА РОССИЙСКОЙ ФЕДЕРАЦИИ;СЧЕТНАЯ ПАЛАТА РОССИЙСКОЙ ФЕДЕРАЦИИ;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
223-ФЗ;№32413200764;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Оказание услуг по размещению рекламной информации в сети Интернет;;;1;Оказание услуг по размещению рекламной информации в сети Интернет;1530000.00;RUB;;;;;63.11.30.000: Место или время для рекламы в информационно-коммуникационной сети Интернет;63.11.30.000: Место или время для рекламы в информационно-коммуникационной сети Интернет;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""БОЛЬШОЙ МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ЦИРК НА ПРОСПЕКТЕ ВЕРНАДСКОГО""";;22.01.2024;22.01.2024;Подача заявок;;22.01.2024;30.01.2024;
44-ФЗ;№0173100008724000002;Электронный аукцион;Оказание услуг по предоставлению доступа к сервисам технической поддержки на программное обеспечение системы защиты веб-приложений государственной информационной системы «Информационно-телекоммуникационная система «Контроль» Счетной палаты Российской Федерации»;;'241770216661077040100100530016209242';;;6364800.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;СЧЕТНАЯ ПАЛАТА РОССИЙСКОЙ ФЕДЕРАЦИИ;СЧЕТНАЯ ПАЛАТА РОССИЙСКОЙ ФЕДЕРАЦИИ;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
44-ФЗ;№0173100008724000001;Электронный аукцион;Оказание услуг по предоставлению доступа к сервисам технической поддержки  на программное обеспечение контроля (аудита) защищенности информации государственной информационной системы «Информационно-телекоммуникационная система «Контроль» Счетной палаты Российской Федерации»;;'241770216661077040100100510016209242';;;3730800.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;СЧЕТНАЯ ПАЛАТА РОССИЙСКОЙ ФЕДЕРАЦИИ;СЧЕТНАЯ ПАЛАТА РОССИЙСКОЙ ФЕДЕРАЦИИ;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
44-ФЗ;№0318200025424000001;Электронный аукцион;Оказание услуги по предоставлению сертификата на техническую поддержку  программного продукта «ПАРУС-Бюджет 8»;;'242230201612023020100100350016202244';;;96540.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""АРМАВИРСКИЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""АРМАВИРСКИЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""";22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
44-ФЗ;№0119200000124000108;Электронный аукцион;ЭА-№-335/24 «Оказание услуг по обслуживанию, технической и информационной поддержке программного обеспечения «Государственная информационная система «Енисей-Стройнадзор»»;;'242246007172724660100100560016209246';;;272223.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;СЛУЖБА СТРОИТЕЛЬНОГО НАДЗОРА И ЖИЛИЩНОГО КОНТРОЛЯ КРАСНОЯРСКОГО КРАЯ;АГЕНТСТВО ГОСУДАРСТВЕННОГО ЗАКАЗА КРАСНОЯРСКОГО КРАЯ;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;01.02.2024;
44-ФЗ;№0806500000224000025;Электронный аукцион;Оказание услуг по поддержке и обслуживанию государственной информационной системы «Муниципальный контроль» для нужд Государственного комитета Республики Карелия по обеспечению жизнедеятельности и безопасности населения;;'242100133881310010100100020016203244';;;333333.30;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ КАРЕЛИЯ ""КАРЕЛЬСКИЙ РЕСУРСНЫЙ ЦЕНТР ЦИФРОВЫХ ТЕХНОЛОГИЙ""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ КАРЕЛИЯ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК РЕСПУБЛИКИ КАРЕЛИЯ И МОНИТОРИНГА В СФЕРЕ ЭКОНОМИКИ""";22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
44-ФЗ;№0318200078424000018;Электронный аукцион;Оказание услуг по мониторингу событий информационной безопасности объектов ЗСПД и комплексному техническому сопровождению СОИБ;;'242232800653623280100100130020000244';;;292337.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СПЕЦИАЛИЗИРОВАННАЯ ПСИХОНЕВРОЛОГИЧЕСКАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СПЕЦИАЛИЗИРОВАННАЯ ПСИХОНЕВРОЛОГИЧЕСКАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";22.01.2024;22.01.2024;Подача заявок;;22.01.2024;31.01.2024;
223-ФЗ;№32413199809;Прочие;Услуги по активации сервиса технической поддержки ПАК ViPNet Coordinator HW100СU и ПО ViPNet Client;;;1;Услуги по активации сервиса технической поддержки ПАК ViPNet Coordinator HW100СU и ПО ViPNet Client;79840.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ АРТЕМОВСКОГО РАЙОНА""";;22.01.2024;22.01.2024;Подача заявок;;22.01.2024;30.01.2024;
44-ФЗ;№0816500000624000062;Электронный аукцион;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;;'242143524857714350100100030016203242';;;586759.91;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;СЧЕТНАЯ ПАЛАТА РЕСПУБЛИКИ САХА (ЯКУТИЯ);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЦЕНТР ЗАКУПОК РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;31.01.2024;
44-ФЗ;№0173200001424000023;Открытый конкурс в электронной форме;Оказание услуг по технической поддержке и сопровождению подсистемы, обеспечивающей управление доступом к прикладным функциям ЕМИАС, ролями, полномочиями пользователей автоматизированной информационной системы города Москвы «Единая медицинская информационно-аналитическая система города Москвы»;;'242771482395877030100100020010000244';;;94217650.39;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ЦЕНТР В СФЕРЕ ЗДРАВООХРАНЕНИЯ""";ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ;22.01.2024;22.01.2024;Подача заявок;;;07.02.2024;
